Gene.Symbol	Freq	Rank.Muts
LCAT	4	3799
LDHB	4	3799
LDHD	4	3799
LDLRAP1	4	3799
LEFTY1	4	3799
LEMD3	4	3799
LGALS9B	4	3799
LGALSL	4	3799
LHFPL1	4	3799
LHFPL2	4	3799
LHFPL6	4	3799
LIMD1	4	3799
LIN37	4	3799
LIN7B	4	3799
LIN7C	4	3799
LINC02210-CRHR1	4	3799
LIPF	4	3799
LIPG	4	3799
LMAN1L	4	3799
LMAN2	4	3799
LMF2	4	3799
LMNB1	4	3799
LMNB2	4	3799
LMOD1	4	3799
LOXL2	4	3799
LPCAT1	4	3799
LRFN3	4	3799
LRFN4	4	3799
LRIT1	4	3799
LRP3	4	3799
LRRC18	4	3799
LRRC37A3	4	3799
LRRC55	4	3799
LRRC70	4	3799
LRRC9	4	3799
LRRIQ3	4	3799
LSM10	4	3799
LUM	4	3799
LYSMD2	4	3799
LZIC	4	3799
MACROD1	4	3799
MAGEB3	4	3799
MAGEL2	4	3799
MAMDC4	4	3799
MANEAL	4	3799
MAOA	4	3799
MAP1S	4	3799
MARCKSL1	4	3799
MAVS	4	3799
MC2R	4	3799
MCAT	4	3799
MCCC2	4	3799
MDFIC2	4	3799
MECR	4	3799
MED18	4	3799
MED29	4	3799
MEGF9	4	3799
METTL4	4	3799
METTL6	4	3799
MFSD5	4	3799
MICU2	4	3799
MIXL1	4	3799
MKRN1	4	3799
MLKL	4	3799
MMACHC	4	3799
MMEL1	4	3799
MMP10	4	3799
MMP8	4	3799
MMP9	4	3799
MNS1	4	3799
MNT	4	3799
MNX1	4	3799
MOB1A	4	3799
MOCS3	4	3799
MORN5	4	3799
MPC2	4	3799
MPG	4	3799
MPHOSPH6	4	3799
MRM2	4	3799
MRPL14	4	3799
MRPL15	4	3799
MRPL20	4	3799
MRPL24	4	3799
MRPL32	4	3799
MRPS16	4	3799
MRPS18A	4	3799
MRPS30	4	3799
MRPS9	4	3799
MSTO1	4	3799
MTFMT	4	3799
MTG1	4	3799
MTHFS	4	3799
MTPAP	4	3799
MYBPHL	4	3799
MYCT1	4	3799
MYF6	4	3799
MYOC	4	3799
MYRFL	4	3799
NACC2	4	3799
NCR3	4	3799
NDUFA10	4	3799
NDUFA6	4	3799
NDUFAF3	4	3799
NDUFS5	4	3799
NDUFS8	4	3799
NDUFV3	4	3799
NECTIN4	4	3799
NEDD8-MDP1	4	3799
NEPRO	4	3799
NFYB	4	3799
NINJ2	4	3799
NKAPL	4	3799
NKX2-2	4	3799
NKX2-4	4	3799
NKX3-2	4	3799
NLRP13	4	3799
NODAL	4	3799
NOL11	4	3799
NOP58	4	3799
NPDC1	4	3799
NR2C2AP	4	3799
NRBF2	4	3799
NSUN3	4	3799
NSUN7	4	3799
NTPCR	4	3799
NUBP1	4	3799
NUBP2	4	3799
NUCB1	4	3799
NUDT16L1	4	3799
NUP54	4	3799
NUS1	4	3799
NXPE2	4	3799
NXT2	4	3799
NYAP1	4	3799
OAS1	4	3799
OAT	4	3799
OAZ1	4	3799
OGFOD1	4	3799
OLIG2	4	3799
ONECUT3	4	3799
OPTC	4	3799
OR10C1	4	3799
OR10H5	4	3799
OR13C4	4	3799
OR13J1	4	3799
OR1C1	4	3799
OR1L1	4	3799
OR1L6	4	3799
OR1M1	4	3799
OR1S2	4	3799
OR2H1	4	3799
OR2T10	4	3799
OR2T12	4	3799
OR4K15	4	3799
OR4M1	4	3799
OR4N5	4	3799
OR51A7	4	3799
OR51E1	4	3799
OR51G2	4	3799
OR51I2	4	3799
OR51M1	4	3799
OR52M1	4	3799
OR56A5	4	3799
OR5AU1	4	3799
OR5B3	4	3799
OR5H1	4	3799
OR5L2	4	3799
OR5M9	4	3799
OR5T2	4	3799
OR6K6	4	3799
OR8B12	4	3799
OR9G1	4	3799
OSER1	4	3799
OTOL1	4	3799
OVGP1	4	3799
OVOL1	4	3799
OXLD1	4	3799
PABPN1	4	3799
PADI4	4	3799
PAFAH2	4	3799
PAG1	4	3799
PAK1IP1	4	3799
PAQR3	4	3799
PAQR5	4	3799
PAQR9	4	3799
PARP16	4	3799
PARP9	4	3799
PATL1	4	3799
PCBD2	4	3799
PCDHB1	4	3799
PCIF1	4	3799
PCP2	4	3799
PCTP	4	3799
PDAP1	4	3799
PDCD2L	4	3799
PDE6D	4	3799
PDILT	4	3799
PDLIM1	4	3799
PDP2	4	3799
PDSS1	4	3799
PDZD11	4	3799
PEF1	4	3799
PELI1	4	3799
PEX3	4	3799
PHF10	4	3799
PHLDB3	4	3799
PHPT1	4	3799
PI4K2A	4	3799
PIM2	4	3799
PKP3	4	3799
PLA2G12B	4	3799
PLAU	4	3799
PLEK	4	3799
PLK5	4	3799
PLXDC1	4	3799
PM20D2	4	3799
PMF1-BGLAP	4	3799
PNRC2	4	3799
POFUT1	4	3799
POLB	4	3799
POLR2A	4	3799
POLR3K	4	3799
POLRMT	4	3799
POM121C	4	3799
POP7	4	3799
POTEE	4	3799
PPDPF	4	3799
PPIAL4D	4	3799
PPIL2	4	3799
PPIL3	4	3799
PPP1R14C	4	3799
PPP1R27	4	3799
PPP1R32	4	3799
PPP1R36	4	3799
PRELID1	4	3799
PRELID3A	4	3799
PRKAG1	4	3799
PRKAR2B	4	3799
PROC	4	3799
PRPF38A	4	3799
PRR14	4	3799
PRR3	4	3799
PRR5-ARHGAP8	4	3799
PRRT1	4	3799
PRRT3	4	3799
PRSS42	4	3799
PRSS50	4	3799
PRTN3	4	3799
PRXL2B	4	3799
PSAT1	4	3799
PSMB2	4	3799
PSMB5	4	3799
PSMG4	4	3799
PTCRA	4	3799
PTDSS2	4	3799
PTF1A	4	3799
PTPN1	4	3799
PTPRH	4	3799
PTRH1	4	3799
PXDC1	4	3799
QSOX2	4	3799
QTRT1	4	3799
RAB26	4	3799
RAB36	4	3799
RAB3C	4	3799
RAB40C	4	3799
RAB42	4	3799
RAB4A	4	3799
RAB5B	4	3799
RABEPK	4	3799
RAD1	4	3799
RAMP2	4	3799
RANGRF	4	3799
RAPSN	4	3799
RASL10A	4	3799
RBAK	4	3799
RBCK1	4	3799
RCN1	4	3799
RELT	4	3799
REN	4	3799
REP15	4	3799
RETREG2	4	3799
RFC3	4	3799
RFESD	4	3799
RFT1	4	3799
RFXAP	4	3799
RGPD1	4	3799
RGPD2	4	3799
RGS14	4	3799
RHBDL2	4	3799
RHO	4	3799
RIMKLA	4	3799
RNF144A	4	3799
RNF168	4	3799
RNF208	4	3799
RNF227	4	3799
RNF24	4	3799
RNFT1	4	3799
RORC	4	3799
RP1L1	4	3799
RP9	4	3799
RPL13	4	3799
RPL21	4	3799
RPL26L1	4	3799
RPL35	4	3799
RPL7L1	4	3799
RPP21	4	3799
RPS13	4	3799
RRAGC	4	3799
RRP1	4	3799
RSC1A1	4	3799
RTCA	4	3799
RTP2	4	3799
RWDD2A	4	3799
RWDD3	4	3799
S100A13	4	3799
S100A16	4	3799
S100A4	4	3799
S100PBP	4	3799
S1PR4	4	3799
SAC3D1	4	3799
SACM1L	4	3799
SAG	4	3799
SAMM50	4	3799
SBK1	4	3799
SBSPON	4	3799
SCARF2	4	3799
SCD	4	3799
SCD5	4	3799
SCG3	4	3799
SCLY	4	3799
SDHAF3	4	3799
SDHAF4	4	3799
SEC14L6	4	3799
SEC61B	4	3799
SEMA4C	4	3799
SEPT14	4	3799
SERHL2	4	3799
SERP1	4	3799
SERP2	4	3799
SERPINA7	4	3799
SERPINF1	4	3799
SETD9	4	3799
SF3B4	4	3799
SFXN3	4	3799
SGCB	4	3799
SGPL1	4	3799
SGPP2	4	3799
SH3BGRL3	4	3799
SH3RF3	4	3799
SHARPIN	4	3799
SHC2	4	3799
SHH	4	3799
SHLD3	4	3799
SIGLEC15	4	3799
SIM2	4	3799
SIRPA	4	3799
SLAMF8	4	3799
SLC10A2	4	3799
SLC15A2	4	3799
SLC15A3	4	3799
SLC15A4	4	3799
SLC16A12	4	3799
SLC24A5	4	3799
SLC25A2	4	3799
SLC25A23	4	3799
SLC25A31	4	3799
SLC25A4	4	3799
SLC25A51	4	3799
SLC26A1	4	3799
SLC28A2	4	3799
SLC2A10	4	3799
SLC2A4	4	3799
SLC2A6	4	3799
SLC30A1	4	3799
SLC30A2	4	3799
SLC31A1	4	3799
SLC45A1	4	3799
SLC5A2	4	3799
SLC6A19	4	3799
SLC6A7	4	3799
SLC9A4	4	3799
SLC9C2	4	3799
SLCO6A1	4	3799
SLFN5	4	3799
SMPD3	4	3799
SMS	4	3799
SMTNL1	4	3799
SNAPC1	4	3799
SNAPC4	4	3799
SNF8	4	3799
SNU13	4	3799
SNX22	4	3799
SNX30	4	3799
SNX8	4	3799
SOCS1	4	3799
SOX21	4	3799
SOX3	4	3799
SP140	4	3799
SP9	4	3799
SPATA18	4	3799
SPATA4	4	3799
SPATA9	4	3799
SPCS2	4	3799
SPDYA	4	3799
SPIC	4	3799
SPIN1	4	3799
SPINDOC	4	3799
SPINK1	4	3799
SPOUT1	4	3799
SPP1	4	3799
SPP2	4	3799
SPRR2D	4	3799
SPRTN	4	3799
SPSB3	4	3799
SRF	4	3799
SRM	4	3799
SRPX2	4	3799
SSC5D	4	3799
SSTR1	4	3799
ST20-MTHFS	4	3799
ST8SIA1	4	3799
ST8SIA6	4	3799
STAC2	4	3799
STARD6	4	3799
STMN3	4	3799
STS	4	3799
STUM	4	3799
SULT1B1	4	3799
SULT4A1	4	3799
SULT6B1	4	3799
SURF1	4	3799
SUSD2	4	3799
SYCE3	4	3799
TADA1	4	3799
TAF12	4	3799
TAF6L	4	3799
TAF9B	4	3799
TALDO1	4	3799
TAPBP	4	3799
TAPT1	4	3799
TATDN2	4	3799
TBC1D22B	4	3799
TBX6	4	3799
TCAF2	4	3799
TCAP	4	3799
TCEANC2	4	3799
TCF23	4	3799
TCTN3	4	3799
TDO2	4	3799
TEDC2	4	3799
TEFM	4	3799
TEN1	4	3799
TEPP	4	3799
TESMIN	4	3799
TEX11	4	3799
TEX47	4	3799
TFDP3	4	3799
TGFB1	4	3799
THOC6	4	3799
THUMPD2	4	3799
TIMM13	4	3799
TM2D1	4	3799
TM6SF1	4	3799
TM7SF2	4	3799
TMC4	4	3799
TMED7	4	3799
TMEM102	4	3799
TMEM121	4	3799
TMEM163	4	3799
TMEM184A	4	3799
TMEM189-UBE2V1	4	3799
TMEM199	4	3799
TMEM204	4	3799
TMEM232	4	3799
TMEM245	4	3799
TMEM258	4	3799
TMEM39B	4	3799
TMEM41A	4	3799
TMEM47	4	3799
TMEM56	4	3799
TMEM72	4	3799
TMEM82	4	3799
TMEM86A	4	3799
TMIGD2	4	3799
TMPRSS9	4	3799
TMX4	4	3799
TNFAIP1	4	3799
TNFAIP8L3	4	3799
TNFSF10	4	3799
TNFSF15	4	3799
TNFSF4	4	3799
TOGARAM2	4	3799
TOMM34	4	3799
TOMM5	4	3799
TOR2A	4	3799
TRABD	4	3799
TRAF3IP2	4	3799
TRAPPC1	4	3799
TRAPPC5	4	3799
TRAPPC6A	4	3799
TREX2	4	3799
TRIB3	4	3799
TRIM17	4	3799
TRIM21	4	3799
TRIM27	4	3799
TRIM35	4	3799
TRIM39-RPP21	4	3799
TRIM6-TRIM34	4	3799
TRIP13	4	3799
TRIP6	4	3799
TRMT13	4	3799
TSC22D2	4	3799
TSNARE1	4	3799
TSNAX	4	3799
TSPAN7	4	3799
TSSC4	4	3799
TTC30B	4	3799
TTC32	4	3799
TTC38	4	3799
TTC4	4	3799
TTC5	4	3799
TTC9C	4	3799
TTF1	4	3799
TTL	4	3799
TTLL13P	4	3799
TUBA3E	4	3799
TUFM	4	3799
TVP23C-CDRT4	4	3799
TXK	4	3799
TXNDC2	4	3799
TXNRD3	4	3799
TYW1B	4	3799
UBAC1	4	3799
UBE2L6	4	3799
UBE2N	4	3799
UBR7	4	3799
UBXN2A	4	3799
UCHL3	4	3799
UCK1	4	3799
UGCG	4	3799
UGT2B10	4	3799
UGT2B15	4	3799
UGT2B28	4	3799
UMPS	4	3799
UNC119	4	3799
UNC119B	4	3799
UNCX	4	3799
UNKL	4	3799
UQCR10	4	3799
USHBP1	4	3799
USP51	4	3799
UXT	4	3799
VAMP2	4	3799
VAMP3	4	3799
VASP	4	3799
VEGFB	4	3799
VPS25	4	3799
VPS37A	4	3799
VPS4A	4	3799
VSIG1	4	3799
VSIG10L	4	3799
VSTM2L	4	3799
VWC2	4	3799
WARS2	4	3799
WDR12	4	3799
WDR27	4	3799
WDR83OS	4	3799
WFIKKN1	4	3799
WNT10A	4	3799
WNT3A	4	3799
WNT6	4	3799
WNT8A	4	3799
WNT8B	4	3799
WRAP73	4	3799
XKR7	4	3799
XPA	4	3799
YBX1	4	3799
YDJC	4	3799
YIPF1	4	3799
ZC2HC1A	4	3799
ZCCHC4	4	3799
ZCCHC9	4	3799
ZCWPW2	4	3799
ZFP41	4	3799
ZFR2	4	3799
ZFYVE21	4	3799
ZGLP1	4	3799
ZIC2	4	3799
ZKSCAN2	4	3799
ZNF17	4	3799
ZNF177	4	3799
ZNF197	4	3799
ZNF208	4	3799
ZNF215	4	3799
ZNF219	4	3799
ZNF282	4	3799
ZNF284	4	3799
ZNF296	4	3799
ZNF30	4	3799
ZNF34	4	3799
ZNF35	4	3799
ZNF350	4	3799
ZNF395	4	3799
ZNF444	4	3799
ZNF467	4	3799
ZNF468	4	3799
ZNF500	4	3799
ZNF506	4	3799
ZNF513	4	3799
ZNF525	4	3799
ZNF530	4	3799
ZNF583	4	3799
ZNF619	4	3799
ZNF621	4	3799
ZNF664	4	3799
ZNF667	4	3799
ZNF714	4	3799
ZNF740	4	3799
ZNF750	4	3799
ZNF75A	4	3799
ZNF773	4	3799
ZNF786	4	3799
ZNRD1	4	3799
ZSCAN23	4	3799
ZSWIM1	4	3799
ZSWIM2	4	3799
ZW10	4	3799
ZXDB	4	3799
AAMP	3	2747.5
AARSD1	3	2747.5
ABHD14A	3	2747.5
ABHD16B	3	2747.5
ABHD17C	3	2747.5
AC004691.2	3	2747.5
AC004754.1	3	2747.5
AC007846.2	3	2747.5
AC010255.3	3	2747.5
AC010325.1	3	2747.5
AC010422.5	3	2747.5
AC020909.1	3	2747.5
AC073111.3	3	2747.5
AC073610.2	3	2747.5
AC107871.1	3	2747.5
AC138696.1	3	2747.5
AC244517.10	3	2747.5
ACAT2	3	2747.5
ACOT12	3	2747.5
ACOT2	3	2747.5
ACP4	3	2747.5
ACP6	3	2747.5
ADORA2B	3	2747.5
ADRA2B	3	2747.5
ADRB1	3	2747.5
ADRB2	3	2747.5
AGAP6	3	2747.5
AGPAT5	3	2747.5
AIMP2	3	2747.5
AJAP1	3	2747.5
AK7	3	2747.5
AKIRIN2	3	2747.5
AKR1B1	3	2747.5
AL021546.1	3	2747.5
AL035460.1	3	2747.5
AL049634.2	3	2747.5
AL110118.2	3	2747.5
AL157392.5	3	2747.5
AL672142.1	3	2747.5
ALKBH3	3	2747.5
ALOX12B	3	2747.5
ALPP	3	2747.5
AMDHD1	3	2747.5
AMER2	3	2747.5
ANAPC16	3	2747.5
ANKRA2	3	2747.5
ANKRD20A4	3	2747.5
ANKRD36	3	2747.5
ANP32B	3	2747.5
ANXA5	3	2747.5
ANXA9	3	2747.5
AP000275.2	3	2747.5
AP001458.2	3	2747.5
AP3S2	3	2747.5
APMAP	3	2747.5
APOBEC3D	3	2747.5
APOBEC4	3	2747.5
APOE	3	2747.5
APOH	3	2747.5
APOL2	3	2747.5
APOM	3	2747.5
APRT	3	2747.5
AQP2	3	2747.5
AQP4	3	2747.5
ARF6	3	2747.5
ARIH1	3	2747.5
ARL16	3	2747.5
ARMCX1	3	2747.5
ARMCX6	3	2747.5
ARPC4	3	2747.5
ARSJ	3	2747.5
ARSK	3	2747.5
ASAH2	3	2747.5
ASF1A	3	2747.5
ASMT	3	2747.5
ASMTL	3	2747.5
ASTL	3	2747.5
ATAD3B	3	2747.5
ATOH1	3	2747.5
ATOH8	3	2747.5
B9D2	3	2747.5
BAAT	3	2747.5
BAG3	3	2747.5
BANF2	3	2747.5
BATF2	3	2747.5
BATF3	3	2747.5
BCL7B	3	2747.5
BCO1	3	2747.5
BEST2	3	2747.5
BET1	3	2747.5
BICDL1	3	2747.5
BLVRB	3	2747.5
BMP15	3	2747.5
BOD1	3	2747.5
BSPRY	3	2747.5
BSX	3	2747.5
BTG2	3	2747.5
C11orf68	3	2747.5
C12orf10	3	2747.5
C15orf38-AP3S2	3	2747.5
C16orf72	3	2747.5
C16orf92	3	2747.5
C17orf64	3	2747.5
C19orf67	3	2747.5
C1orf131	3	2747.5
C1orf194	3	2747.5
C1orf52	3	2747.5
C1QTNF4	3	2747.5
C20orf173	3	2747.5
C20orf96	3	2747.5
C21orf62	3	2747.5
C2CD4D	3	2747.5
C3orf20	3	2747.5
C4orf19	3	2747.5
C4orf33	3	2747.5
C4orf54	3	2747.5
C6orf163	3	2747.5
C8G	3	2747.5
C9orf129	3	2747.5
C9orf131	3	2747.5
C9orf85	3	2747.5
CA13	3	2747.5
CA6	3	2747.5
CACNG1	3	2747.5
CALHM4	3	2747.5
CAPN14	3	2747.5
CATSPER4	3	2747.5
CBX8	3	2747.5
CCDC126	3	2747.5
CCDC127	3	2747.5
CCDC13	3	2747.5
CCDC137	3	2747.5
CCDC152	3	2747.5
CCDC159	3	2747.5
CCDC169-SOHLH2	3	2747.5
CCDC184	3	2747.5
CCDC196	3	2747.5
CCDC36	3	2747.5
CCDC38	3	2747.5
CCDC58	3	2747.5
CCDC68	3	2747.5
CCDC74A	3	2747.5
CCDC74B	3	2747.5
CCDC78	3	2747.5
CCDC84	3	2747.5
CCER1	3	2747.5
CCNB1	3	2747.5
CCNB2	3	2747.5
CCNDBP1	3	2747.5
CCSAP	3	2747.5
CD19	3	2747.5
CD40	3	2747.5
CD5	3	2747.5
CDADC1	3	2747.5
CDC37	3	2747.5
CDH26	3	2747.5
CDHR5	3	2747.5
CDK2AP2	3	2747.5
CDRT4	3	2747.5
CDT1	3	2747.5
CEBPB	3	2747.5
CELA1	3	2747.5
CENPL	3	2747.5
CERK	3	2747.5
CES4A	3	2747.5
CFAP53	3	2747.5
CFAP73	3	2747.5
CGB5	3	2747.5
CHADL	3	2747.5
CHCHD10	3	2747.5
CHDH	3	2747.5
CHMP3	3	2747.5
CHMP4A	3	2747.5
CHMP4C	3	2747.5
CHP2	3	2747.5
CKS1B	3	2747.5
CKS2	3	2747.5
CLDN1	3	2747.5
CLDN11	3	2747.5
CLDN15	3	2747.5
CLDN20	3	2747.5
CLDN22	3	2747.5
CLDN8	3	2747.5
CLEC1B	3	2747.5
CLIC4	3	2747.5
CLTRN	3	2747.5
CNIH3	3	2747.5
CNOT11	3	2747.5
CNPY3	3	2747.5
CNPY4	3	2747.5
CNTF	3	2747.5
COASY	3	2747.5
COL9A2	3	2747.5
COL9A3	3	2747.5
COMMD1	3	2747.5
COQ2	3	2747.5
COQ4	3	2747.5
CORO1A	3	2747.5
COX7A2L	3	2747.5
CPA3	3	2747.5
CRABP1	3	2747.5
CRABP2	3	2747.5
CRIP1	3	2747.5
CRISP2	3	2747.5
CRLF1	3	2747.5
CRYAA	3	2747.5
CRYBA1	3	2747.5
CRYGN	3	2747.5
CSDC2	3	2747.5
CSK	3	2747.5
CST3	3	2747.5
CSTF2T	3	2747.5
CXCR1	3	2747.5
CYB5D1	3	2747.5
CYBRD1	3	2747.5
CYC1	3	2747.5
CYCS	3	2747.5
CYLC2	3	2747.5
CYP1A2	3	2747.5
CYP2S1	3	2747.5
CYP4F8	3	2747.5
CYP4V2	3	2747.5
CYTL1	3	2747.5
DAD1	3	2747.5
DAPL1	3	2747.5
DCAF8L2	3	2747.5
DDX27	3	2747.5
DENND6B	3	2747.5
DERL2	3	2747.5
DEXI	3	2747.5
DHDH	3	2747.5
DHRS3	3	2747.5
DIRC3	3	2747.5
DMRTB1	3	2747.5
DNAJB9	3	2747.5
DNAJC25-GNG10	3	2747.5
DNAJC8	3	2747.5
DNTTIP2	3	2747.5
DOK7	3	2747.5
DPCD	3	2747.5
DPEP1	3	2747.5
DPH1	3	2747.5
DRD1	3	2747.5
DUPD1	3	2747.5
DYNLRB2	3	2747.5
ECHDC2	3	2747.5
EEF1E1	3	2747.5
EFCAB10	3	2747.5
EFCAB14	3	2747.5
EFCAB8	3	2747.5
EFCC1	3	2747.5
EIF4EBP2	3	2747.5
ELOVL3	3	2747.5
ELOVL4	3	2747.5
ELOVL7	3	2747.5
EMC3	3	2747.5
ENG	3	2747.5
EPHX3	3	2747.5
EPSTI1	3	2747.5
ERCC8	3	2747.5
ERH	3	2747.5
ERRFI1	3	2747.5
ETNK1	3	2747.5
F2R	3	2747.5
FAH	3	2747.5
FAM151B	3	2747.5
FAM170A	3	2747.5
FAM173A	3	2747.5
FAM206A	3	2747.5
FAM20B	3	2747.5
FAM219B	3	2747.5
FAM227A	3	2747.5
FAM229A	3	2747.5
FAM234B	3	2747.5
FAM32A	3	2747.5
FAM3C	3	2747.5
FAM47E-STBD1	3	2747.5
FAM71F2	3	2747.5
FAM81A	3	2747.5
FAM86C1	3	2747.5
FAM98C	3	2747.5
FASTKD3	3	2747.5
FASTKD5	3	2747.5
FBP2	3	2747.5
FBXL3	3	2747.5
FBXO16	3	2747.5
FBXO40	3	2747.5
FCAMR	3	2747.5
FCER2	3	2747.5
FCF1	3	2747.5
FCGBP	3	2747.5
FEV	3	2747.5
FFAR1	3	2747.5
FGD1	3	2747.5
FGF16	3	2747.5
FGF2	3	2747.5
FIS1	3	2747.5
FITM2	3	2747.5
FJX1	3	2747.5
FLOT1	3	2747.5
FNDC4	3	2747.5
FOXA3	3	2747.5
FOXD4L1	3	2747.5
FOXE3	3	2747.5
FOXK1	3	2747.5
FOXL1	3	2747.5
FPR2	3	2747.5
FRZB	3	2747.5
FSCN3	3	2747.5
FTMT	3	2747.5
FTSJ1	3	2747.5
FUT10	3	2747.5
FYB2	3	2747.5
FYTTD1	3	2747.5
FZR1	3	2747.5
GADD45A	3	2747.5
GADD45GIP1	3	2747.5
GALNT15	3	2747.5
GALNT4	3	2747.5
GALNTL5	3	2747.5
GALR2	3	2747.5
GATAD1	3	2747.5
GC	3	2747.5
GCSH	3	2747.5
GDF1	3	2747.5
GDF3	3	2747.5
GDF7	3	2747.5
GIP	3	2747.5
GJB4	3	2747.5
GJB7	3	2747.5
GMNN	3	2747.5
GNAI2	3	2747.5
GNGT1	3	2747.5
GOLPH3L	3	2747.5
GPC2	3	2747.5
GPKOW	3	2747.5
GPR101	3	2747.5
GPR143	3	2747.5
GPR153	3	2747.5
GPR173	3	2747.5
GPR22	3	2747.5
GPR26	3	2747.5
GPR37	3	2747.5
GPR45	3	2747.5
GPRC5A	3	2747.5
GPX6	3	2747.5
GRK7	3	2747.5
GRN	3	2747.5
GRP	3	2747.5
GRPR	3	2747.5
GSAP	3	2747.5
GSTO1	3	2747.5
GSTP1	3	2747.5
GSX1	3	2747.5
GTF2IRD2B	3	2747.5
GTF3C6	3	2747.5
GTPBP1	3	2747.5
GYPC	3	2747.5
H2AFJ	3	2747.5
H2AFZ	3	2747.5
HCCS	3	2747.5
HCRT	3	2747.5
HDAC3	3	2747.5
HEBP2	3	2747.5
HENMT1	3	2747.5
HEXIM1	3	2747.5
HHIPL2	3	2747.5
HIKESHI	3	2747.5
HIST1H1T	3	2747.5
HIST1H2AA	3	2747.5
HIST1H2AG	3	2747.5
HIST1H2BG	3	2747.5
HIST1H2BL	3	2747.5
HIST1H4L	3	2747.5
HMGN5	3	2747.5
HOXA7	3	2747.5
HOXB2	3	2747.5
HOXD11	3	2747.5
HPGDS	3	2747.5
HPR	3	2747.5
HRH3	3	2747.5
HSD17B8	3	2747.5
HSF1	3	2747.5
HSF5	3	2747.5
HSPE1	3	2747.5
HTR1F	3	2747.5
HTR3C	3	2747.5
HTR5A	3	2747.5
IAPP	3	2747.5
IER2	3	2747.5
IER5	3	2747.5
IFNA7	3	2747.5
IFNAR1	3	2747.5
IFNGR2	3	2747.5
IFT57	3	2747.5
IGFBP4	3	2747.5
IHH	3	2747.5
IK	3	2747.5
IL17RE	3	2747.5
IL1R2	3	2747.5
IL20	3	2747.5
IL21R	3	2747.5
IL22RA2	3	2747.5
IL4R	3	2747.5
IMPA1	3	2747.5
IMPACT	3	2747.5
INHBE	3	2747.5
INPP5K	3	2747.5
INSM1	3	2747.5
IPO4	3	2747.5
IQCA1L	3	2747.5
ISOC2	3	2747.5
ITPKA	3	2747.5
JAGN1	3	2747.5
JCHAIN	3	2747.5
KAZALD1	3	2747.5
KBTBD6	3	2747.5
KCNE2	3	2747.5
KCNK1	3	2747.5
KCNMB1	3	2747.5
KCTD4	3	2747.5
KDM8	3	2747.5
KIAA0408	3	2747.5
KIAA0930	3	2747.5
KLF1	3	2747.5
KLF13	3	2747.5
KLF16	3	2747.5
KLHL11	3	2747.5
KLK10	3	2747.5
KLK2	3	2747.5
KLK7	3	2747.5
KRT14	3	2747.5
KRT16	3	2747.5
KRT20	3	2747.5
KRT33A	3	2747.5
KRT38	3	2747.5
KRT5	3	2747.5
KRT7	3	2747.5
KRT71	3	2747.5
KRT84	3	2747.5
KRTAP17-1	3	2747.5
KRTAP9-4	3	2747.5
L34079.1	3	2747.5
LARP6	3	2747.5
LBX1	3	2747.5
LBX2	3	2747.5
LCE1E	3	2747.5
LDHAL6B	3	2747.5
LEMD1	3	2747.5
LGALS3	3	2747.5
LGALS9	3	2747.5
LHPP	3	2747.5
LHX2	3	2747.5
LINS1	3	2747.5
LIPE	3	2747.5
LIPJ	3	2747.5
LIPM	3	2747.5
LIPN	3	2747.5
LNX2	3	2747.5
LOR	3	2747.5
LPL	3	2747.5
LPXN	3	2747.5
LRFN1	3	2747.5
LRRC14B	3	2747.5
LRRC45	3	2747.5
LRRC57	3	2747.5
LRRC59	3	2747.5
LRRIQ4	3	2747.5
LSM7	3	2747.5
LSM8	3	2747.5
LTA	3	2747.5
LTBR	3	2747.5
LY6G6F	3	2747.5
LY6G6F-LY6G6D	3	2747.5
LY9	3	2747.5
LYG2	3	2747.5
LYPD4	3	2747.5
LYPD5	3	2747.5
LYRM7	3	2747.5
MAF1	3	2747.5
MAFB	3	2747.5
MAK16	3	2747.5
MALSU1	3	2747.5
MANF	3	2747.5
MANSC1	3	2747.5
MAP1LC3A	3	2747.5
MAPRE1	3	2747.5
MARCO	3	2747.5
MBL2	3	2747.5
MBOAT2	3	2747.5
MC1R	3	2747.5
MESP2	3	2747.5
METTL16	3	2747.5
MFSD4B	3	2747.5
MGST2	3	2747.5
MINPP1	3	2747.5
MIS12	3	2747.5
MLF2	3	2747.5
MMGT1	3	2747.5
MMP12	3	2747.5
MMP21	3	2747.5
MMP25	3	2747.5
MMP3	3	2747.5
MOGAT3	3	2747.5
MOS	3	2747.5
MPND	3	2747.5
MPZ	3	2747.5
MPZL1	3	2747.5
MRAP2	3	2747.5
MROH9	3	2747.5
MRPL13	3	2747.5
MRPL23	3	2747.5
MRPL37	3	2747.5
MRPL46	3	2747.5
MRPS12	3	2747.5
MRPS14	3	2747.5
MRPS18B	3	2747.5
MRPS5	3	2747.5
MRTO4	3	2747.5
MS4A15	3	2747.5
MTMR6	3	2747.5
MTMR8	3	2747.5
MUL1	3	2747.5
MVD	3	2747.5
MX2	3	2747.5
MXD4	3	2747.5
MYL4	3	2747.5
MYL6B	3	2747.5
MYORG	3	2747.5
MYOZ2	3	2747.5
MYPOP	3	2747.5
MZT1	3	2747.5
N4BP3	3	2747.5
NAA40	3	2747.5
NAAA	3	2747.5
NAB1	3	2747.5
NAGA	3	2747.5
NAGLU	3	2747.5
NAGS	3	2747.5
NANS	3	2747.5
NAPG	3	2747.5
NCBP1	3	2747.5
NCEH1	3	2747.5
NDUFA4L2	3	2747.5
