Gene.Symbol	Freq	Rank.Muts
CPNE9	19	11057.5
CWH43	19	11057.5
CYP4F11	19	11057.5
DCAF13	19	11057.5
DHX9	19	11057.5
DNAJC14	19	11057.5
DUOXA1	19	11057.5
DUSP22	19	11057.5
ELK1	19	11057.5
ENKUR	19	11057.5
ERI3	19	11057.5
ESRRB	19	11057.5
ETV4	19	11057.5
FAM171B	19	11057.5
FAM208B	19	11057.5
FBXL16	19	11057.5
FFAR4	19	11057.5
FRMPD1	19	11057.5
G6PC2	19	11057.5
GHRHR	19	11057.5
GOLGA2	19	11057.5
GPM6A	19	11057.5
GPR158	19	11057.5
GTF2I	19	11057.5
HLF	19	11057.5
HS6ST1	19	11057.5
INTS11	19	11057.5
IPO11	19	11057.5
IQGAP3	19	11057.5
JPH4	19	11057.5
KAT2B	19	11057.5
KCNH2	19	11057.5
KIF9	19	11057.5
KLHL12	19	11057.5
KLHL29	19	11057.5
KRT8	19	11057.5
KRT86	19	11057.5
LATS2	19	11057.5
LIN28B	19	11057.5
LRGUK	19	11057.5
LRP5	19	11057.5
MAGT1	19	11057.5
MAN1A1	19	11057.5
MAN2A2	19	11057.5
MAZ	19	11057.5
MED14	19	11057.5
MMP16	19	11057.5
MRPS27	19	11057.5
MSANTD3	19	11057.5
MTDH	19	11057.5
NCAPH2	19	11057.5
NDUFS2	19	11057.5
NGEF	19	11057.5
NR2F1	19	11057.5
NUP133	19	11057.5
OSCP1	19	11057.5
OSR2	19	11057.5
PACRGL	19	11057.5
PADI2	19	11057.5
PAFAH1B2	19	11057.5
PDCD6	19	11057.5
PDIK1L	19	11057.5
PDSS2	19	11057.5
PID1	19	11057.5
PLEKHB1	19	11057.5
PLEKHG2	19	11057.5
PLPP5	19	11057.5
POM121	19	11057.5
PPP3R1	19	11057.5
PRPF3	19	11057.5
PRPF4B	19	11057.5
PTGFR	19	11057.5
RAB3GAP2	19	11057.5
RAD51C	19	11057.5
RASEF	19	11057.5
RIOK3	19	11057.5
ROR2	19	11057.5
RPGRIP1	19	11057.5
RRNAD1	19	11057.5
RUNDC3A	19	11057.5
SCML4	19	11057.5
SCOC	19	11057.5
SDCCAG8	19	11057.5
SENP1	19	11057.5
SERPINB8	19	11057.5
SHC4	19	11057.5
SHISA9	19	11057.5
SLC22A2	19	11057.5
SLC25A36	19	11057.5
SLC45A2	19	11057.5
SLC5A1	19	11057.5
SLC6A13	19	11057.5
SRP19	19	11057.5
SRSF1	19	11057.5
STIP1	19	11057.5
TCP11	19	11057.5
TIAL1	19	11057.5
TMED4	19	11057.5
TMEM182	19	11057.5
TMEM91	19	11057.5
TNNI3K	19	11057.5
TTLL11	19	11057.5
TTLL3	19	11057.5
TUBA1A	19	11057.5
TXNRD2	19	11057.5
USP3	19	11057.5
WWTR1	19	11057.5
ZNF276	19	11057.5
ZNF48	19	11057.5
ZNF804A	19	11057.5
ZNRF1	19	11057.5
ABCB11	18	10806.5
ABCF2	18	10806.5
AC026316.5	18	10806.5
ACAD11	18	10806.5
ACE2	18	10806.5
ACER3	18	10806.5
ACOT7	18	10806.5
ACSL3	18	10806.5
ACY1	18	10806.5
ADAM29	18	10806.5
ADAM32	18	10806.5
ADAMTS17	18	10806.5
ADAR	18	10806.5
ADCY3	18	10806.5
ADCY4	18	10806.5
AFAP1L2	18	10806.5
AGAP2	18	10806.5
AL449266.1	18	10806.5
AL590132.1	18	10806.5
ALDH1A1	18	10806.5
ALDOB	18	10806.5
ALPK1	18	10806.5
ANGPT1	18	10806.5
ANGPTL1	18	10806.5
ANKEF1	18	10806.5
ANKRD24	18	10806.5
ANKZF1	18	10806.5
ANXA3	18	10806.5
AP2A1	18	10806.5
APPL2	18	10806.5
ARHGAP17	18	10806.5
ARHGAP30	18	10806.5
ARHGEF18	18	10806.5
ARHGEF33	18	10806.5
ARL6	18	10806.5
ARMC10	18	10806.5
ARMCX3	18	10806.5
ASAP2	18	10806.5
ASNA1	18	10806.5
ATF4	18	10806.5
AZIN1	18	10806.5
BCLAF3	18	10806.5
BIRC3	18	10806.5
BIVM	18	10806.5
BRAP	18	10806.5
BRSK1	18	10806.5
BVES	18	10806.5
C11orf58	18	10806.5
C15orf39	18	10806.5
CAB39L	18	10806.5
CAPN9	18	10806.5
CARS	18	10806.5
CASP7	18	10806.5
CATSPER2	18	10806.5
CBX4	18	10806.5
CCDC174	18	10806.5
CCM2	18	10806.5
CCND2	18	10806.5
CCNT2	18	10806.5
CELF6	18	10806.5
CELSR1	18	10806.5
CENPJ	18	10806.5
CENPP	18	10806.5
CEP170B	18	10806.5
CEP95	18	10806.5
CHM	18	10806.5
CHRNA6	18	10806.5
CLIP3	18	10806.5
CLPTM1L	18	10806.5
CLVS2	18	10806.5
CMTR2	18	10806.5
CNTFR	18	10806.5
COG2	18	10806.5
COL18A1	18	10806.5
CPB2	18	10806.5
CPSF3	18	10806.5
CREBRF	18	10806.5
CRTC2	18	10806.5
CRYBG1	18	10806.5
CTDSP2	18	10806.5
CTPS2	18	10806.5
CUEDC1	18	10806.5
DAAM1	18	10806.5
DCSTAMP	18	10806.5
DCTN2	18	10806.5
DDHD2	18	10806.5
DDX21	18	10806.5
DEDD2	18	10806.5
DIO1	18	10806.5
DLG5	18	10806.5
DMGDH	18	10806.5
DMRT2	18	10806.5
DNAJC11	18	10806.5
DNAJC16	18	10806.5
DNAJC3	18	10806.5
DNASE1L3	18	10806.5
DPYSL3	18	10806.5
DTHD1	18	10806.5
DUSP26	18	10806.5
DVL1	18	10806.5
DXO	18	10806.5
DYRK3	18	10806.5
ECD	18	10806.5
EDAR	18	10806.5
EEF1AKNMT	18	10806.5
EFCAB1	18	10806.5
EGF	18	10806.5
EHD1	18	10806.5
EIF2AK2	18	10806.5
EIF3M	18	10806.5
EIF4B	18	10806.5
ELFN2	18	10806.5
ELMOD1	18	10806.5
EMX2	18	10806.5
ENTPD4	18	10806.5
EVI5L	18	10806.5
FAM117A	18	10806.5
FAM149A	18	10806.5
FAM160A2	18	10806.5
FAM98A	18	10806.5
FARS2	18	10806.5
FBXO7	18	10806.5
FGD3	18	10806.5
FGF1	18	10806.5
FHAD1	18	10806.5
FHL2	18	10806.5
FIBCD1	18	10806.5
FKBP1A	18	10806.5
FLT3	18	10806.5
FOPNL	18	10806.5
FOXO4	18	10806.5
FZD3	18	10806.5
G2E3	18	10806.5
GAB4	18	10806.5
GAS2	18	10806.5
GAS8	18	10806.5
GFI1	18	10806.5
GLB1L	18	10806.5
GLS	18	10806.5
GMEB2	18	10806.5
GMPPA	18	10806.5
GOLGA7	18	10806.5
GPAT2	18	10806.5
GPHN	18	10806.5
GPNMB	18	10806.5
GPR39	18	10806.5
GPR55	18	10806.5
GPR61	18	10806.5
GTF3C3	18	10806.5
GTPBP2	18	10806.5
GUCD1	18	10806.5
HACL1	18	10806.5
HADH	18	10806.5
HDAC2	18	10806.5
HIST1H2BC	18	10806.5
HJV	18	10806.5
HMG20A	18	10806.5
HMGN1	18	10806.5
HMGXB3	18	10806.5
HNRNPH3	18	10806.5
HPD	18	10806.5
IDE	18	10806.5
IGF2BP1	18	10806.5
IGSF10	18	10806.5
IL34	18	10806.5
ILK	18	10806.5
IRF1	18	10806.5
IRF2BP2	18	10806.5
IRF7	18	10806.5
IRF8	18	10806.5
ISL1	18	10806.5
ITFG1	18	10806.5
KANK2	18	10806.5
KATNA1	18	10806.5
KCNC1	18	10806.5
KCNJ11	18	10806.5
KCNS3	18	10806.5
KIAA1549	18	10806.5
KIF18B	18	10806.5
KIF2C	18	10806.5
KLC3	18	10806.5
KLHL7	18	10806.5
KLK8	18	10806.5
LAPTM4B	18	10806.5
LASP1	18	10806.5
LCK	18	10806.5
LGALS8	18	10806.5
LIMK1	18	10806.5
LINGO1	18	10806.5
LRRC24	18	10806.5
LRRC31	18	10806.5
LRRCC1	18	10806.5
LYSMD3	18	10806.5
LZTS2	18	10806.5
MAMDC2	18	10806.5
MAML3	18	10806.5
MAP1B	18	10806.5
MARVELD2	18	10806.5
MCFD2	18	10806.5
MCM5	18	10806.5
ME3	18	10806.5
MEIOC	18	10806.5
METTL9	18	10806.5
MFN1	18	10806.5
MIB1	18	10806.5
MMAA	18	10806.5
MMP13	18	10806.5
MMS22L	18	10806.5
MR1	18	10806.5
MRPL51	18	10806.5
MTIF2	18	10806.5
MTRR	18	10806.5
MTX1	18	10806.5
MYBL2	18	10806.5
NAP1L4	18	10806.5
NBAS	18	10806.5
NDST1	18	10806.5
NDST4	18	10806.5
NECTIN1	18	10806.5
NEFL	18	10806.5
NLRC5	18	10806.5
NPL	18	10806.5
NQO1	18	10806.5
NUDT12	18	10806.5
NUDT4	18	10806.5
NUMBL	18	10806.5
NUP188	18	10806.5
NYX	18	10806.5
OCIAD1	18	10806.5
OPRL1	18	10806.5
P2RY6	18	10806.5
PARP11	18	10806.5
PARP2	18	10806.5
PAXBP1	18	10806.5
PCDH17	18	10806.5
PCDH8	18	10806.5
PCDHA12	18	10806.5
PCDHGC4	18	10806.5
PCGF5	18	10806.5
PDE3B	18	10806.5
PFDN1	18	10806.5
PHF2	18	10806.5
PIGO	18	10806.5
PIN4	18	10806.5
PLCH2	18	10806.5
PLD2	18	10806.5
PLEKHM2	18	10806.5
PNLDC1	18	10806.5
PNLIPRP1	18	10806.5
PNPLA7	18	10806.5
POLR3C	18	10806.5
PPM1M	18	10806.5
PRDM11	18	10806.5
PRKAA1	18	10806.5
PRKAA2	18	10806.5
PROSER1	18	10806.5
PRPF6	18	10806.5
PRSS2	18	10806.5
PSMD4	18	10806.5
PTGES2	18	10806.5
RAB11FIP4	18	10806.5
RAB11FIP5	18	10806.5
RASGRP1	18	10806.5
RBPJL	18	10806.5
RGPD3	18	10806.5
RHEB	18	10806.5
RNF219	18	10806.5
RPL36A-HNRNPH2	18	10806.5
RPN1	18	10806.5
RPS10	18	10806.5
RPS6KA5	18	10806.5
RPS6KL1	18	10806.5
RRM2B	18	10806.5
RSU1	18	10806.5
RTKN	18	10806.5
RUNDC3B	18	10806.5
RXFP2	18	10806.5
SAMD11	18	10806.5
SAMD13	18	10806.5
SBNO2	18	10806.5
SCAMP5	18	10806.5
SCEL	18	10806.5
SEC61A1	18	10806.5
SEMA6C	18	10806.5
SERINC3	18	10806.5
SET	18	10806.5
SHMT1	18	10806.5
SIPA1	18	10806.5
SKIDA1	18	10806.5
SLC12A8	18	10806.5
SLC23A3	18	10806.5
SLC24A4	18	10806.5
SLC25A19	18	10806.5
SLC29A1	18	10806.5
SLC29A3	18	10806.5
SLC35A5	18	10806.5
SLC35F4	18	10806.5
SLC4A1	18	10806.5
SLC5A7	18	10806.5
SMC3	18	10806.5
SMCHD1	18	10806.5
SMUG1	18	10806.5
SNPH	18	10806.5
SOCS6	18	10806.5
SOGA3	18	10806.5
SOX10	18	10806.5
SP1	18	10806.5
SP8	18	10806.5
SPATA6	18	10806.5
SRL	18	10806.5
SRP72	18	10806.5
STK32B	18	10806.5
STX17	18	10806.5
STYXL1	18	10806.5
SYCP2	18	10806.5
SYNPO2L	18	10806.5
SYT3	18	10806.5
TANK	18	10806.5
TBL3	18	10806.5
TDRD5	18	10806.5
TEX10	18	10806.5
TFCP2	18	10806.5
TMEM132E	18	10806.5
TMEM30A	18	10806.5
TMEM41B	18	10806.5
TMPRSS2	18	10806.5
TNIP3	18	10806.5
TNPO1	18	10806.5
TP53I3	18	10806.5
TPD52L2	18	10806.5
TRIM32	18	10806.5
TRIM41	18	10806.5
TRPV5	18	10806.5
TSG101	18	10806.5
TSPAN3	18	10806.5
TTC39C	18	10806.5
TUB	18	10806.5
TUBA1C	18	10806.5
TUBGCP3	18	10806.5
UBQLN1	18	10806.5
UBXN11	18	10806.5
UGGT1	18	10806.5
UPRT	18	10806.5
UQCRC2	18	10806.5
USP36	18	10806.5
USP53	18	10806.5
USP54	18	10806.5
UTP20	18	10806.5
UVSSA	18	10806.5
VARS2	18	10806.5
VHL	18	10806.5
VPS52	18	10806.5
VWA5B1	18	10806.5
WBP2	18	10806.5
WDTC1	18	10806.5
YAF2	18	10806.5
ZBTB43	18	10806.5
ZCCHC10	18	10806.5
ZDBF2	18	10806.5
ZFAND4	18	10806.5
ZMYM4	18	10806.5
ZNF217	18	10806.5
ZNF598	18	10806.5
ZYG11A	18	10806.5
ABCA6	17	10562.5
ABCC12	17	10562.5
ABLIM2	17	10562.5
ADAM11	17	10562.5
ADAMTS16	17	10562.5
ADCY2	17	10562.5
AEBP1	17	10562.5
AHCYL1	17	10562.5
ALPK2	17	10562.5
ANKMY1	17	10562.5
ANKRD30A	17	10562.5
ANKRD55	17	10562.5
ARSB	17	10562.5
ASPSCR1	17	10562.5
ATAD1	17	10562.5
ATP11B	17	10562.5
BLCAP	17	10562.5
C20orf194	17	10562.5
CBX5	17	10562.5
CCNB1IP1	17	10562.5
CD44	17	10562.5
CDC42BPB	17	10562.5
CHST15	17	10562.5
CHST8	17	10562.5
CLIC5	17	10562.5
CPB1	17	10562.5
CTLA4	17	10562.5
CUX2	17	10562.5
DTX4	17	10562.5
EHF	17	10562.5
EIF5	17	10562.5
ELOVL6	17	10562.5
ENTPD5	17	10562.5
ESYT3	17	10562.5
ETNK2	17	10562.5
FNBP4	17	10562.5
GABRG3	17	10562.5
GALNT7	17	10562.5
GART	17	10562.5
GCNT2	17	10562.5
GLE1	17	10562.5
GPATCH8	17	10562.5
GUCY2C	17	10562.5
HAGHL	17	10562.5
IFRD1	17	10562.5
IFT43	17	10562.5
IVNS1ABP	17	10562.5
JPT1	17	10562.5
KDM1B	17	10562.5
LACTBL1	17	10562.5
LGI4	17	10562.5
LNX1	17	10562.5
LRRC8C	17	10562.5
LUZP1	17	10562.5
LYSMD4	17	10562.5
MINDY3	17	10562.5
MOB1B	17	10562.5
MPP5	17	10562.5
NBL1	17	10562.5
NPR2	17	10562.5
NPSR1	17	10562.5
NRDE2	17	10562.5
NUP58	17	10562.5
NUP85	17	10562.5
OSBPL2	17	10562.5
PARP4	17	10562.5
PCDHAC1	17	10562.5
PCNT	17	10562.5
PDE1B	17	10562.5
PDS5B	17	10562.5
PHIP	17	10562.5
PI15	17	10562.5
PLXND1	17	10562.5
PRPS2	17	10562.5
PRR13	17	10562.5
PTHLH	17	10562.5
PXDNL	17	10562.5
RAG1	17	10562.5
RANBP6	17	10562.5
RBM27	17	10562.5
RBSN	17	10562.5
REPIN1	17	10562.5
RGS5	17	10562.5
RIMKLB	17	10562.5
RNF2	17	10562.5
SAMD8	17	10562.5
SCFD2	17	10562.5
SEC23IP	17	10562.5
SEPT7	17	10562.5
SFSWAP	17	10562.5
SGMS1	17	10562.5
SI	17	10562.5
SIX4	17	10562.5
SLC38A2	17	10562.5
SLC43A2	17	10562.5
SLC8B1	17	10562.5
SOCS4	17	10562.5
SUCLA2	17	10562.5
SV2A	17	10562.5
TBL2	17	10562.5
TBR1	17	10562.5
TCTN1	17	10562.5
TERT	17	10562.5
TMCO1	17	10562.5
TMEM108	17	10562.5
TMEM200A	17	10562.5
TOB1	17	10562.5
TOP1	17	10562.5
TPT1	17	10562.5
TRAPPC10	17	10562.5
TRAPPC11	17	10562.5
TRIM8	17	10562.5
TYW3	17	10562.5
UBN2	17	10562.5
UGT1A8	17	10562.5
VDR	17	10562.5
VIL1	17	10562.5
Z84488.2	17	10562.5
ZBTB4	17	10562.5
ZBTB46	17	10562.5
ZDHHC6	17	10562.5
ZDHHC9	17	10562.5
ZFC3H1	17	10562.5
ZRSR2	17	10562.5
ABCC2	16	10326
ABCC6	16	10326
ABHD2	16	10326
AC004593.3	16	10326
AC117457.1	16	10326
ACADVL	16	10326
ACO2	16	10326
ACSBG1	16	10326
ACTA1	16	10326
ACTG2	16	10326
ADGRF5	16	10326
ADH1B	16	10326
ADIPOR1	16	10326
AK4	16	10326
AKAP2	16	10326
AKAP4	16	10326
AL662899.2	16	10326
ALG5	16	10326
AMACR	16	10326
ANAPC7	16	10326
ANGEL1	16	10326
ANGPTL2	16	10326
ANKRD31	16	10326
AP1M1	16	10326
AP3M1	16	10326
AQP12B	16	10326
ARVCF	16	10326
ATIC	16	10326
ATL1	16	10326
ATP8B4	16	10326
AZI2	16	10326
B4GALT2	16	10326
BLK	16	10326
BMP3	16	10326
BNIP3L	16	10326
BRD7	16	10326
BRINP2	16	10326
C17orf49	16	10326
C1orf198	16	10326
C7	16	10326
C7orf25	16	10326
CACYBP	16	10326
CADM3	16	10326
CAMK4	16	10326
CAND1	16	10326
CANT1	16	10326
CASP8AP2	16	10326
CCDC148	16	10326
CCDC77	16	10326
CCNK	16	10326
CCNL2	16	10326
CCT7	16	10326
CDCA7	16	10326
CDHR1	16	10326
CDK10	16	10326
CEP295	16	10326
CEP44	16	10326
CFAP52	16	10326
CFAP54	16	10326
CHEK1	16	10326
CHERP	16	10326
CHMP7	16	10326
CHRNB4	16	10326
CKAP2	16	10326
CLCNKB	16	10326
CLDN12	16	10326
CLDN2	16	10326
CNGA4	16	10326
CNOT9	16	10326
COA6	16	10326
COL27A1	16	10326
COL4A4	16	10326
COLEC11	16	10326
COX6C	16	10326
CP	16	10326
CPA1	16	10326
CPA6	16	10326
CR2	16	10326
CRHR2	16	10326
CRYBG2	16	10326
CSNK2B	16	10326
CSPG5	16	10326
CSRP2	16	10326
DALRD3	16	10326
DCAF10	16	10326
DCLK3	16	10326
DDX46	16	10326
DDX50	16	10326
DEPDC1	16	10326
DEPDC7	16	10326
DEUP1	16	10326
DGKK	16	10326
DHTKD1	16	10326
DHX40	16	10326
DKK2	16	10326
DLEC1	16	10326
DLX5	16	10326
DNAI1	16	10326
DOC2A	16	10326
DSG1	16	10326
DYM	16	10326
DZIP3	16	10326
EFCAB3	16	10326
EFNA1	16	10326
EHHADH	16	10326
EIF2A	16	10326
EIF5A	16	10326
ELAC2	16	10326
ELAVL3	16	10326
ENPP5	16	10326
ENTPD1	16	10326
EOGT	16	10326
EPC2	16	10326
EPHA10	16	10326
ESF1	16	10326
ETFA	16	10326
FAHD1	16	10326
FAM78B	16	10326
FASTKD1	16	10326
FAXDC2	16	10326
FBXO32	16	10326
FBXO34	16	10326
FDXR	16	10326
FOXC1	16	10326
FOXRED1	16	10326
GAD1	16	10326
GALNT5	16	10326
GBA3	16	10326
GBE1	16	10326
GCC2	16	10326
GLRA3	16	10326
GLT8D1	16	10326
GNL3L	16	10326
GP2	16	10326
GPBP1L1	16	10326
GPR107	16	10326
GTF2A1	16	10326
GTPBP3	16	10326
HDDC3	16	10326
HELQ	16	10326
HERC3	16	10326
HEXD	16	10326
HMCES	16	10326
HMGB2	16	10326
HMGN2	16	10326
HS3ST4	16	10326
HSPA4	16	10326
HTR4	16	10326
IDH3B	16	10326
IFIH1	16	10326
IL17RA	16	10326
ILDR1	16	10326
IPCEF1	16	10326
IPO7	16	10326
IQUB	16	10326
IST1	16	10326
ITGAM	16	10326
JDP2	16	10326
KATNAL1	16	10326
KCNH4	16	10326
KCNIP2	16	10326
KHSRP	16	10326
KIAA0319L	16	10326
KIF1C	16	10326
KIF20B	16	10326
KLHDC8A	16	10326
KLHL31	16	10326
LARGE2	16	10326
LBH	16	10326
LDAH	16	10326
LDB1	16	10326
LIN9	16	10326
LMBR1L	16	10326
LMLN	16	10326
LMO1	16	10326
LONP2	16	10326
LRIT3	16	10326
LRRC42	16	10326
LRRC4B	16	10326
LRRFIP1	16	10326
LSR	16	10326
MAP2K1	16	10326
MBOAT7	16	10326
METTL8	16	10326
MLPH	16	10326
MOCS2	16	10326
MPPED1	16	10326
MPRIP	16	10326
MRS2	16	10326
MSS51	16	10326
MTAP	16	10326
MUC4	16	10326
MYLK2	16	10326
MYO1E	16	10326
NAA25	16	10326
NASP	16	10326
NBN	16	10326
NCK2	16	10326
NCKIPSD	16	10326
NCOA5	16	10326
NDEL1	16	10326
NECTIN2	16	10326
NEK9	16	10326
NINL	16	10326
NKAPD1	16	10326
NRL	16	10326
NT5C1B	16	10326
ORMDL1	16	10326
PANK2	16	10326
PARVB	16	10326
PAX8	16	10326
PAXIP1	16	10326
PCDH7	16	10326
PCNX3	16	10326
PCSK1	16	10326
PDE7B	16	10326
PDE8A	16	10326
PDIA2	16	10326
PHEX	16	10326
PHF21B	16	10326
PHF7	16	10326
PIK3R4	16	10326
PKP2	16	10326
PLAA	16	10326
PLBD2	16	10326
PLEKHH1	16	10326
PLPP4	16	10326
PLPPR3	16	10326
PMFBP1	16	10326
PPEF2	16	10326
PPP4R1	16	10326
PRDM4	16	10326
PRIM2	16	10326
PRTG	16	10326
PSMD13	16	10326
PSMD6	16	10326
PXDN	16	10326
QRICH2	16	10326
RAB11A	16	10326
RABEP1	16	10326
RAD23B	16	10326
RALBP1	16	10326
RBP4	16	10326
RBPMS	16	10326
RCAN2	16	10326
RERGL	16	10326
RFWD3	16	10326
RGN	16	10326
RIPOR3	16	10326
RIPPLY2	16	10326
RIT1	16	10326
RMND5B	16	10326
RNF217	16	10326
RNLS	16	10326
RPL8	16	10326
RPRD1A	16	10326
RUBCNL	16	10326
SAMD14	16	10326
SAMHD1	16	10326
SBF1	16	10326
SCARB2	16	10326
SCN1B	16	10326
SEH1L	16	10326
SEMA3B	16	10326
SEMA4A	16	10326
SEPT5	16	10326
SH3PXD2B	16	10326
SHOX2	16	10326
SIX1	16	10326
SKA1	16	10326
SLC10A3	16	10326
SLC13A2	16	10326
SLC13A5	16	10326
SLC17A9	16	10326
SLC27A4	16	10326
SLC39A10	16	10326
SLC39A9	16	10326
SLC45A4	16	10326
SLC6A5	16	10326
SMARCAL1	16	10326
SMOC1	16	10326
SNAP23	16	10326
SNRNP70	16	10326
SNTG2	16	10326
SPAG17	16	10326
SPDEF	16	10326
SPTY2D1	16	10326
SQLE	16	10326
SSR2	16	10326
SSSCA1	16	10326
STAT5B	16	10326
STMN4	16	10326
STRN	16	10326
STX2	16	10326
STX8	16	10326
SYCP2L	16	10326
SYN1	16	10326
SYVN1	16	10326
TAF4B	16	10326
TAF8	16	10326
TBC1D30	16	10326
TBRG4	16	10326
TBXT	16	10326
TCEA1	16	10326
TCP1	16	10326
TDRD15	16	10326
TDRP	16	10326
TECPR2	16	10326
TENT4B	16	10326
TH	16	10326
TIPARP	16	10326
TK1	16	10326
TKT	16	10326
TMEM106C	16	10326
TMEM177	16	10326
TMEM63B	16	10326
TMEM67	16	10326
TMEM87A	16	10326
TMPRSS7	16	10326
TOPORS	16	10326
TOR1AIP1	16	10326
TPD52L1	16	10326
TRMT1	16	10326
TUBA3C	16	10326
TXNDC11	16	10326
TYMP	16	10326
UBA2	16	10326
UHRF2	16	10326
USP1	16	10326
USP38	16	10326
VGLL3	16	10326
VOPP1	16	10326
VWA5B2	16	10326
WDHD1	16	10326
WDR1	16	10326
WDR87	16	10326
YIF1B	16	10326
YTHDF1	16	10326
ZC3HC1	16	10326
ZDHHC13	16	10326
ZHX1-C8orf76	16	10326
ZMYM5	16	10326
ZNF326	16	10326
ZNF397	16	10326
ZNF586	16	10326
ZNF641	16	10326
ZSWIM6	16	10326
ZXDC	16	10326
ZYG11B	16	10326
AARS	15	9970
ABCD3	15	9970
ABTB2	15	9970
AC093899.2	15	9970
AC245033.1	15	9970
ACAP3	15	9970
ACO1	15	9970
ACOX3	15	9970
ACSM2A	15	9970
ACSS1	15	9970
ADAM2	15	9970
ADAM8	15	9970
ADCY10	15	9970
ADGRE1	15	9970
AHR	15	9970
AIPL1	15	9970
AJUBA	15	9970
AKAP1	15	9970
AKAP10	15	9970
ALDH3A1	15	9970
ALKAL2	15	9970
ALOX15	15	9970
AMHR2	15	9970
ANKRD10	15	9970
AOX1	15	9970
AP4B1	15	9970
APH1A	15	9970
ARF1	15	9970
ARF4	15	9970
ARFIP1	15	9970
ARMC4	15	9970
ARPC5	15	9970
ASB10	15	9970
ATAD3A	15	9970
ATAD5	15	9970
ATE1	15	9970
ATP1A4	15	9970
ATP8B3	15	9970
BAHCC1	15	9970
BFAR	15	9970
BIRC2	15	9970
BIRC5	15	9970
BLOC1S1	15	9970
BMP2	15	9970
BPNT1	15	9970
C14orf93	15	9970
C17orf53	15	9970
C1S	15	9970
C21orf91	15	9970
CAAP1	15	9970
CACNG6	15	9970
CAMKK1	15	9970
CARD10	15	9970
CCDC106	15	9970
CCDC30	15	9970
CCDC50	15	9970
CCDC63	15	9970
CCDC85A	15	9970
CCNYL1	15	9970
CDC25C	15	9970
CDH16	15	9970
CDKN2C	15	9970
CENPF	15	9970
CHAC1	15	9970
CHI3L2	15	9970
CHMP2A	15	9970
CHORDC1	15	9970
CHRFAM7A	15	9970
CHURC1-FNTB	15	9970
CINP	15	9970
CKLF	15	9970
CLNS1A	15	9970
CNN1	15	9970
COL23A1	15	9970
COL4A2	15	9970
COL6A5	15	9970
COL6A6	15	9970
COPS2	15	9970
COQ8A	15	9970
CR1	15	9970
CSF3R	15	9970
CSTF3	15	9970
CTPS1	15	9970
CTTN	15	9970
CYP4A22	15	9970
DCK	15	9970
DDAH2	15	9970
DDB1	15	9970
DDX6	15	9970
DENND6A	15	9970
DERA	15	9970
DISP2	15	9970
DKK3	15	9970
DLG4	15	9970
DLX6	15	9970
DMAP1	15	9970
DNAJC19	15	9970
DOK3	15	9970
DPAGT1	15	9970
DYRK2	15	9970
EBAG9	15	9970
EDC3	15	9970
EEF2K	15	9970
EFHC2	15	9970
EFNA4	15	9970
EIF2B3	15	9970
ELMO3	15	9970
ENO2	15	9970
ENPP3	15	9970
EPHA2	15	9970
ERCC1	15	9970
ERGIC1	15	9970
ERGIC3	15	9970
ERLEC1	15	9970
EVA1A	15	9970
EXOC2	15	9970
EXTL2	15	9970
FAM120A	15	9970
FAM189A2	15	9970
FBXO28	15	9970
FBXW10	15	9970
FCHO2	15	9970
FGA	15	9970
FGR	15	9970
FLCN	15	9970
FNDC1	15	9970
FOXJ2	15	9970
FOXP4	15	9970
FPGT	15	9970
FRMD4B	15	9970
FSBP	15	9970
FSIP2	15	9970
GALNT16	15	9970
GALNT8	15	9970
GAMT	15	9970
GCOM1	15	9970
GGT5	15	9970
GH1	15	9970
GJB1	15	9970
GJB2	15	9970
GNB1	15	9970
GNPDA1	15	9970
GPATCH2L	15	9970
GPR162	15	9970
GPRASP2	15	9970
GRSF1	15	9970
GSG1L	15	9970
GSTM4	15	9970
HAUS3	15	9970
HCFC2	15	9970
HERC6	15	9970
HNMT	15	9970
HNRNPD	15	9970
HOOK1	15	9970
HOXC4	15	9970
HPS4	15	9970
HSD17B12	15	9970
HSP90B1	15	9970
HTR2A	15	9970
HTR7	15	9970
HYLS1	15	9970
IDH3G	15	9970
IFT46	15	9970
IGDCC3	15	9970
IGSF8	15	9970
IKBIP	15	9970
IL31RA	15	9970
INTS8	15	9970
ITGA4	15	9970
JAKMIP3	15	9970
KCNJ1	15	9970
KCNJ5	15	9970
KCNK16	15	9970
KCNQ4	15	9970
KIF12	15	9970
KLF11	15	9970
KLHDC3	15	9970
KLK5	15	9970
KRT15	15	9970
KRT72	15	9970
KY	15	9970
LDLRAD3	15	9970
LEMD2	15	9970
LETMD1	15	9970
LRRTM3	15	9970
LSM14A	15	9970
LUZP2	15	9970
MAF	15	9970
MAP6	15	9970
MAP7D1	15	9970
MAPK13	15	9970
MAPKAPK3	15	9970
MARCH8	15	9970
MCM9	15	9970
MDH2	15	9970
MGME1	15	9970
MLX	15	9970
MON1B	15	9970
MPP6	15	9970
MRPL2	15	9970
MRPL47	15	9970
MTHFD2L	15	9970
MTHFSD	15	9970
N4BP2L1	15	9970
NADK	15	9970
NCAPD2	15	9970
NET1	15	9970
NEU3	15	9970
NEURL1B	15	9970
NFKB2	15	9970
NMT2	15	9970
NOL4L	15	9970
NOL8	15	9970
NOS1AP	15	9970
NPM1	15	9970
NR1I2	15	9970
NUB1	15	9970
NUP62	15	9970
