Gene.Symbol	Total.CN.Gain	Total.CN.Loss	Total.CN	Rank.CN
TM7SF2	254	14	268	10680
TMA16	192	76	268	10680
TMEM175	176	92	268	10680
TRIM35	132	136	268	10680
VPS51	254	14	268	10680
VWF	262	6	268	10680
ZBTB8OS	232	36	268	10680
ZC3H12D	210	58	268	10680
ZG16	265	3	268	10680
ACTR3B	243	24	267	10642.5
AFM	259	8	267	10642.5
ASMT	186	81	267	10642.5
CACNA2D1	249	18	267	10642.5
CHMP2B	240	27	267	10642.5
CPXCR1	198	69	267	10642.5
ELF4	192	75	267	10642.5
ENTPD4	57	210	267	10642.5
EPHA3	234	33	267	10642.5
GFRA1	213	54	267	10642.5
KRTAP17-1	261	6	267	10642.5
LRPPRC	261	6	267	10642.5
OR9G4	246	21	267	10642.5
OTULIN	266	1	267	10642.5
PLIN3	237	30	267	10642.5
PRKRA	246	21	267	10642.5
R3HCC1	57	210	267	10642.5
RAB24	198	69	267	10642.5
SIL1	183	84	267	10642.5
SKOR2	219	48	267	10642.5
SLITRK2	201	66	267	10642.5
TECR	255	12	267	10642.5
ALYREF	245	21	266	10614.5
ANKEF1	262	4	266	10614.5
ANKLE1	256	10	266	10614.5
ANKUB1	246	20	266	10614.5
CDH19	222	44	266	10614.5
DCXR	245	21	266	10614.5
EMC3	248	18	266	10614.5
FANCD2OS	248	18	266	10614.5
GID4	210	56	266	10614.5
HECW1	256	10	266	10614.5
HILPDA	242	24	266	10614.5
KIR2DL3	251	15	266	10614.5
LRRC45	245	21	266	10614.5
MESD	248	18	266	10614.5
METTL2B	242	24	266	10614.5
MYADML2	245	21	266	10614.5
NOTUM	245	21	266	10614.5
OR9Q2	252	14	266	10614.5
PDGFRL	132	134	266	10614.5
PRDM2	182	84	266	10614.5
PRRT3	248	18	266	10614.5
RAC3	245	21	266	10614.5
RBM28	242	24	266	10614.5
SBK1	257	9	266	10614.5
SCG3	230	36	266	10614.5
SIRT7	245	21	266	10614.5
SVBP	256	10	266	10614.5
TBCC	258	8	266	10614.5
TMEM269	256	10	266	10614.5
TYW1B	260	6	266	10614.5
VHL	248	18	266	10614.5
ZDHHC16	203	63	266	10614.5
ZNF592	246	20	266	10614.5
ZNF730	264	2	266	10614.5
ATP5MD	200	65	265	10590.5
CDH16	130	135	265	10590.5
CKLF	130	135	265	10590.5
DYM	212	53	265	10590.5
ERBB3	200	65	265	10590.5
KLHL5	150	115	265	10590.5
KRT31	261	4	265	10590.5
KRT34	261	4	265	10590.5
NLRX1	105	160	265	10590.5
RNF41	200	65	265	10590.5
SIDT2	105	160	265	10590.5
SOX2	250	15	265	10590.5
TEX19	242	23	265	10590.5
UTS2R	242	23	265	10590.5
APOC4	246	18	264	10553.5
ATP8A2	208	56	264	10553.5
AURKAIP1	220	44	264	10553.5
B3GAT1	156	108	264	10553.5
C10orf67	258	6	264	10553.5
CALCRL	240	24	264	10553.5
CENPI	198	66	264	10553.5
CLEC6A	257	7	264	10553.5
CMAS	260	4	264	10553.5
CNOT1	160	104	264	10553.5
CX3CR1	200	64	264	10553.5
CXCL2	256	8	264	10553.5
CXXC1	213	51	264	10553.5
CYB5B	148	116	264	10553.5
EBF2	57	207	264	10553.5
EIF2B1	186	78	264	10553.5
ELAVL3	252	12	264	10553.5
ELMOD1	162	102	264	10553.5
ENG	231	33	264	10553.5
EQTN	240	24	264	10553.5
GTF2H3	186	78	264	10553.5
H2BFM	220	44	264	10553.5
H2BFWT	220	44	264	10553.5
HGS	243	21	264	10553.5
HIST1H2BN	252	12	264	10553.5
IGLL5	195	69	264	10553.5
IMPA2	212	52	264	10553.5
ITPK1	172	92	264	10553.5
LAMA3	220	44	264	10553.5
LCORL	184	80	264	10553.5
LGMN	172	92	264	10553.5
MED26	250	14	264	10553.5
MON1B	147	117	264	10553.5
MRPL12	243	21	264	10553.5
MXRA8	220	44	264	10553.5
MYOM2	144	120	264	10553.5
NBDY	219	45	264	10553.5
NECTIN2	246	18	264	10553.5
PNMA8A	234	30	264	10553.5
PPP1R18	248	16	264	10553.5
RHOBTB2	57	207	264	10553.5
SCEL	183	81	264	10553.5
SCNN1D	220	44	264	10553.5
SHOX	183	81	264	10553.5
SLC24A2	240	24	264	10553.5
SLC26A8	255	9	264	10553.5
SPATA3	168	96	264	10553.5
TATDN2	246	18	264	10553.5
TBC1D10A	168	96	264	10553.5
TGOLN2	246	18	264	10553.5
TMEM150C	228	36	264	10553.5
TMEM217	262	2	264	10553.5
TRIM33	254	10	264	10553.5
UBASH3A	246	18	264	10553.5
UGDH	172	92	264	10553.5
USH1C	240	24	264	10553.5
YIPF6	224	40	264	10553.5
ZNF486	262	2	264	10553.5
ZNF724	260	4	264	10553.5
ADAM12	231	32	263	10516.5
CAPN15	254	9	263	10516.5
CCDC78	254	9	263	10516.5
CLC	257	6	263	10516.5
COMTD1	255	8	263	10516.5
DOCK2	182	81	263	10516.5
EFCAB6	164	99	263	10516.5
IRF8	141	122	263	10516.5
MSLNL	254	9	263	10516.5
NXPH1	245	18	263	10516.5
PRR35	254	9	263	10516.5
RHOT2	254	9	263	10516.5
SEMA5A	263	0	263	10516.5
WFIKKN1	254	9	263	10516.5
ACSM4	256	6	262	10500.5
C12orf71	261	1	262	10500.5
C17orf51	230	32	262	10500.5
CEP295	212	50	262	10500.5
DPH3	236	26	262	10500.5
ERO1A	246	16	262	10500.5
GAGE1	204	58	262	10500.5
KCNA1	259	3	262	10500.5
KRTAP9-6	256	6	262	10500.5
MAVS	260	2	262	10500.5
MEP1B	238	24	262	10500.5
MFSD4B	236	26	262	10500.5
PLCL2	236	26	262	10500.5
PSMA2	252	10	262	10500.5
TBC1D28	206	56	262	10500.5
VPS41	252	10	262	10500.5
ATP1A1	243	18	261	10477.5
BTNL9	186	75	261	10477.5
CFAP57	246	15	261	10477.5
CNOT6	186	75	261	10477.5
CXCL1	253	8	261	10477.5
DOCK5	57	204	261	10477.5
EGR3	57	204	261	10477.5
ELOVL1	246	15	261	10477.5
ENGASE	239	22	261	10477.5
FCER2	237	24	261	10477.5
FMNL1	210	51	261	10477.5
HEXIM2	210	51	261	10477.5
KIR3DL3	246	15	261	10477.5
MAP3K14	210	51	261	10477.5
MED8	246	15	261	10477.5
OR2V2	186	75	261	10477.5
OTUD4	216	45	261	10477.5
PCDH19	195	66	261	10477.5
PET100	237	24	261	10477.5
RANGAP1	153	108	261	10477.5
RETN	237	24	261	10477.5
RPH3A	126	135	261	10477.5
SCN3B	168	93	261	10477.5
SLC25A24	237	24	261	10477.5
SOSTDC1	247	14	261	10477.5
TEAD3	258	3	261	10477.5
TULP1	258	3	261	10477.5
ZDHHC6	222	39	261	10477.5
ABHD12B	244	16	260	10445.5
AP1S3	160	100	260	10445.5
ARNTL	220	40	260	10445.5
AZIN2	224	36	260	10445.5
BANK1	185	75	260	10445.5
BEND2	208	52	260	10445.5
CPXM2	224	36	260	10445.5
CYP4A11	240	20	260	10445.5
DNAH3	255	5	260	10445.5
DSG2	238	22	260	10445.5
EFHD1	185	75	260	10445.5
ENO4	184	76	260	10445.5
FAM107A	165	95	260	10445.5
GASK1B	164	96	260	10445.5
GPBAR1	212	48	260	10445.5
HMGCS2	254	6	260	10445.5
MEOX1	204	56	260	10445.5
MPPE1	212	48	260	10445.5
NUCB1	244	16	260	10445.5
OBSL1	205	55	260	10445.5
PLEKHA4	244	16	260	10445.5
PNKD	212	48	260	10445.5
PPP3CA	185	75	260	10445.5
RBBP8	215	45	260	10445.5
RNF138	238	22	260	10445.5
RPL34	190	70	260	10445.5
RPRD1B	255	5	260	10445.5
SCHIP1	232	28	260	10445.5
SLC22A8	225	35	260	10445.5
STIL	240	20	260	10445.5
TES	218	42	260	10445.5
TMBIM1	212	48	260	10445.5
TMEM11	242	18	260	10445.5
TMEM51	185	75	260	10445.5
ZKSCAN2	254	6	260	10445.5
ZNF223	242	18	260	10445.5
CCDC137	238	21	259	10423
NATD1	243	16	259	10423
POLR3K	250	9	259	10423
RHBDF1	250	9	259	10423
SCN2A	210	49	259	10423
SFTPD	248	11	259	10423
SNRNP25	250	9	259	10423
TMX4	258	1	259	10423
AC004754.1	249	9	258	10389.5
AC008770.2	246	12	258	10389.5
AC013394.1	248	10	258	10389.5
ACADSB	226	32	258	10389.5
AGPAT1	234	24	258	10389.5
ALG6	244	14	258	10389.5
ARHGAP45	156	102	258	10389.5
ARHGDIG	249	9	258	10389.5
ATP1B4	192	66	258	10389.5
C1QTNF9	214	44	258	10389.5
CNN3	219	39	258	10389.5
CREB1	225	33	258	10389.5
CRYAA	246	12	258	10389.5
DAZL	236	22	258	10389.5
FBXW9	246	12	258	10389.5
GNG14	246	12	258	10389.5
GPX4	156	102	258	10389.5
GSE1	141	117	258	10389.5
HBM	249	9	258	10389.5
HBQ1	249	9	258	10389.5
HBZ	249	9	258	10389.5
HOOK2	246	12	258	10389.5
HRC	242	16	258	10389.5
ITGB3BP	244	14	258	10389.5
KIAA1211	222	36	258	10389.5
LAMP2	192	66	258	10389.5
LIN7B	242	16	258	10389.5
MYLK4	232	26	258	10389.5
NEFL	57	201	258	10389.5
NOD2	216	42	258	10389.5
NR2E3	231	27	258	10389.5
PAX8	198	60	258	10389.5
PLLP	174	84	258	10389.5
PPFIA3	242	16	258	10389.5
PPM1H	247	11	258	10389.5
PRDX2	246	12	258	10389.5
PTBP1	156	102	258	10389.5
RBMX2	183	75	258	10389.5
SLC5A9	243	15	258	10389.5
SMAD1	207	51	258	10389.5
SMAGP	186	72	258	10389.5
SNRNP70	242	16	258	10389.5
SOHLH2	206	52	258	10389.5
SPATA6	243	15	258	10389.5
TCF3	156	102	258	10389.5
TECPR2	212	46	258	10389.5
TEX28	189	69	258	10389.5
TNFAIP2	212	46	258	10389.5
TNXB	234	24	258	10389.5
UPF3B	192	66	258	10389.5
ZNF182	218	40	258	10389.5
ZNF20	246	12	258	10389.5
ZNF433	246	12	258	10389.5
ZNF439	246	12	258	10389.5
ZNF625	246	12	258	10389.5
ZNF69	246	12	258	10389.5
ZNF813	243	15	258	10389.5
ZNF844	246	12	258	10389.5
OR11H12	247	10	257	10355.5
OR4K5	247	10	257	10355.5
PF4V1	249	8	257	10355.5
POTEG	247	10	257	10355.5
POTEM	247	10	257	10355.5
SLC14A2	223	34	257	10355.5
SMIM10L1	250	7	257	10355.5
TAS2R30	250	7	257	10355.5
TAS2R42	250	7	257	10355.5
TAS2R43	250	7	257	10355.5
ALG9	128	128	256	10336
AP1G1	124	132	256	10336
BAD	228	28	256	10336
C11orf1	128	128	256	10336
CCL23	240	16	256	10336
CLEC18B	108	148	256	10336
DNAJC4	228	28	256	10336
DPRX	241	15	256	10336
FAM120B	144	112	256	10336
GLG1	108	148	256	10336
IKZF5	226	30	256	10336
KCNK4	228	28	256	10336
KIF2A	144	112	256	10336
LRRK2	244	12	256	10336
NFATC3	132	124	256	10336
PHF10	144	112	256	10336
PLA2G15	132	124	256	10336
PMFBP1	124	132	256	10336
PRB2	250	6	256	10336
PRSS40A	224	32	256	10336
PTPRJ	248	8	256	10336
RBM47	160	96	256	10336
TBP	144	112	256	10336
TBX15	244	12	256	10336
TLR4	196	60	256	10336
TMEM200C	226	30	256	10336
TMEM41B	212	44	256	10336
TTLL4	212	44	256	10336
UCHL1	160	96	256	10336
AC009086.2	252	3	255	10303.5
ARCN1	105	150	255	10303.5
BIRC3	171	84	255	10303.5
BOD1	180	75	255	10303.5
BRD2	230	25	255	10303.5
C6	249	6	255	10303.5
CACNG3	249	6	255	10303.5
CD28	228	27	255	10303.5
CETP	180	75	255	10303.5
CLIP2	243	12	255	10303.5
CXorf56	192	63	255	10303.5
CYP17A1	200	55	255	10303.5
EID2	249	6	255	10303.5
EPHB2	205	50	255	10303.5
FILIP1	195	60	255	10303.5
G3BP1	159	96	255	10303.5
GPX6	243	12	255	10303.5
HSD17B6	190	65	255	10303.5
HSPB7	175	80	255	10303.5
LIMK1	243	12	255	10303.5
METTL17	219	36	255	10303.5
MPPED2	243	12	255	10303.5
NECTIN3	225	30	255	10303.5
NKRF	192	63	255	10303.5
NSMCE1	246	9	255	10303.5
OSM	168	87	255	10303.5
PDE6H	247	8	255	10303.5
RFC2	243	12	255	10303.5
SCAF8	165	90	255	10303.5
SLC2A13	242	13	255	10303.5
SORCS1	190	65	255	10303.5
SOS1	249	6	255	10303.5
TMEM30A	195	60	255	10303.5
UBE2Q2	228	27	255	10303.5
UBL4A	189	66	255	10303.5
AMPD1	244	10	254	10275
CLEC17A	242	12	254	10275
DIPK2B	208	46	254	10275
EIF4A3	232	22	254	10275
GPR83	204	50	254	10275
IZUMO1R	204	50	254	10275
KCNA6	251	3	254	10275
LYZL6	240	14	254	10275
MCM3AP	244	10	254	10275
MDN1	202	52	254	10275
METTL4	226	28	254	10275
P3H3	251	3	254	10275
RAF1	236	18	254	10275
SLC39A10	234	20	254	10275
STK17B	234	20	254	10275
TRPM1	174	80	254	10275
TUFM	245	9	254	10275
UGT2B15	246	8	254	10275
ZNF44	242	12	254	10275
ZNF737	250	4	254	10275
ZNF823	242	12	254	10275
COL9A1	211	42	253	10260
GTF3C6	225	28	253	10260
IL27	244	9	253	10260
KCNA5	250	3	253	10260
KRT33A	249	4	253	10260
KRT33B	249	4	253	10260
MARCH11	252	1	253	10260
PDZD2	243	10	253	10260
SGF29	244	9	253	10260
ADAP2	236	16	252	10221.5
ALKBH5	198	54	252	10221.5
ANO6	220	32	252	10221.5
ARMCX2	186	66	252	10221.5
ARMCX3	186	66	252	10221.5
ARMCX6	186	66	252	10221.5
BRSK2	168	84	252	10221.5
C14orf119	228	24	252	10221.5
C2CD6	216	36	252	10221.5
C6orf106	249	3	252	10221.5
CACNA1I	108	144	252	10221.5
CCDC159	240	12	252	10221.5
CCDC198	200	52	252	10221.5
CDHR2	189	63	252	10221.5
CDR2	247	5	252	10221.5
CHP2	246	6	252	10221.5
CNDP1	208	44	252	10221.5
COG7	249	3	252	10221.5
DDX49	250	2	252	10221.5
DERL3	160	92	252	10221.5
DIPK1C	208	44	252	10221.5
DYNLRB2	135	117	252	10221.5
EEF2K	247	5	252	10221.5
EPOR	240	12	252	10221.5
F9	206	46	252	10221.5
FICD	174	78	252	10221.5
GABARAPL2	104	148	252	10221.5
GPM6A	136	116	252	10221.5
HCRTR1	225	27	252	10221.5
HNRNPR	192	60	252	10221.5
HOMER1	124	128	252	10221.5
ICE2	228	24	252	10221.5
INPP4A	186	66	252	10221.5
ITSN2	232	20	252	10221.5
LMLN2	228	24	252	10221.5
MAP3K10	246	6	252	10221.5
MGAT4D	204	48	252	10221.5
MMAB	171	81	252	10221.5
MPHOSPH6	135	117	252	10221.5
MTCH1	250	2	252	10221.5
OR11G2	222	30	252	10221.5
OR4K17	222	30	252	10221.5
OTULINL	251	1	252	10221.5
PASK	174	78	252	10221.5
PDE5A	210	42	252	10221.5
PI16	250	2	252	10221.5
PLPPR2	240	12	252	10221.5
PTGDR	236	16	252	10221.5
PTGER2	236	16	252	10221.5
RAB3D	240	12	252	10221.5
RAB6B	208	44	252	10221.5
RFPL2	144	108	252	10221.5
RGL3	240	12	252	10221.5
RGL4	160	92	252	10221.5
SDR42E2	247	5	252	10221.5
SMARCA1	177	75	252	10221.5
SMARCB1	160	92	252	10221.5
STRIP2	230	22	252	10221.5
SYK	220	32	252	10221.5
TJP2	252	0	252	10221.5
TMEM108	208	44	252	10221.5
TMEM272	159	93	252	10221.5
TMEM45A	228	24	252	10221.5
TNC	162	90	252	10221.5
TRIM24	238	14	252	10221.5
VPS13A	189	63	252	10221.5
WFDC1	135	117	252	10221.5
ANKS4B	246	5	251	10182.5
EPHA7	198	53	251	10182.5
ERBB4	204	47	251	10182.5
ERVV-1	237	14	251	10182.5
FGF23	246	5	251	10182.5
IGSF6	246	5	251	10182.5
IL1RAPL1	193	58	251	10182.5
KCNK15	244	7	251	10182.5
LGALS16	245	6	251	10182.5
VAV3	227	24	251	10182.5
ACP2	240	10	250	10165.5
AGR2	236	14	250	10165.5
ALDH1A2	185	65	250	10165.5
BAZ1B	244	6	250	10165.5
EOGT	160	90	250	10165.5
ESM1	198	52	250	10165.5
FGF8	200	50	250	10165.5
KBTBD4	240	10	250	10165.5
LRP1	198	52	250	10165.5
LRRC42	240	10	250	10165.5
MS4A12	228	22	250	10165.5
NDUFS3	240	10	250	10165.5
PDZD7	200	50	250	10165.5
REPS2	194	56	250	10165.5
SLC2A12	228	22	250	10165.5
SLC6A16	234	16	250	10165.5
TMEM253	230	20	250	10165.5
TXLNG	194	56	250	10165.5
UBA3	160	90	250	10165.5
YIPF1	240	10	250	10165.5
ZNF112	232	18	250	10165.5
ZNF234	232	18	250	10165.5
ZNF578	236	14	250	10165.5
ZNF99	246	4	250	10165.5
ABCD3	223	26	249	10133.5
AC106774.10	243	6	249	10133.5
ACACB	171	78	249	10133.5
ATMIN	135	114	249	10133.5
BUB1	222	27	249	10133.5
CD27	246	3	249	10133.5
CFAP300	171	78	249	10133.5
COQ9	168	81	249	10133.5
CPNE2	174	75	249	10133.5
DDX17	138	111	249	10133.5
DDX41	180	69	249	10133.5
DMC1	138	111	249	10133.5
DOK4	168	81	249	10133.5
EMB	207	42	249	10133.5
FAM227A	138	111	249	10133.5
GCSH	135	114	249	10133.5
INPP5F	183	66	249	10133.5
KCTD10	171	78	249	10133.5
KLHL3	159	90	249	10133.5
MTLN	222	27	249	10133.5
NCAPD2	246	3	249	10133.5
OR4F15	237	12	249	10133.5
OR4F6	237	12	249	10133.5
PDGFRA	231	18	249	10133.5
PKD1L2	135	114	249	10133.5
PRR7	180	69	249	10133.5
PSMG3	234	15	249	10133.5
RAB5C	210	39	249	10133.5
RELN	198	51	249	10133.5
SLC12A9	210	39	249	10133.5
SLC35F2	147	102	249	10133.5
SLN	147	102	249	10133.5
TAB3	168	81	249	10133.5
TAF9	156	93	249	10133.5
TBC1D3I	228	21	249	10133.5
TMCC1	210	39	249	10133.5
TRPC3	195	54	249	10133.5
ZNF479	234	15	249	10133.5
ZYG11A	231	18	249	10133.5
ACOT13	234	14	248	10098
ATRN	246	2	248	10098
BBC3	212	36	248	10098
C6orf62	234	14	248	10098
CALCOCO1	192	56	248	10098
COL6A1	238	10	248	10098
DHRS7	192	56	248	10098
EPB42	176	72	248	10098
GMPS	226	22	248	10098
INTS12	188	60	248	10098
KNDC1	208	40	248	10098
MID1IP1	140	108	248	10098
NFU1	236	12	248	10098
NPIPB8	239	9	248	10098
NRIP2	241	7	248	10098
OR10H4	232	16	248	10098
OR1M1	236	12	248	10098
OR7G2	236	12	248	10098
PAK1IP1	240	8	248	10098
PCNX4	192	56	248	10098
PPA2	188	60	248	10098
PRDX4	200	48	248	10098
RHPN2	245	3	248	10098
TEX52	241	7	248	10098
UBE2U	234	14	248	10098
ZNF257	244	4	248	10098
ZNF317	236	12	248	10098
ZNF80	226	22	248	10098
ZNF98	244	4	248	10098
ZNRF1	108	140	248	10098
ZSCAN29	176	72	248	10098
GGNBP2	233	14	247	10077.5
JAK2	226	21	247	10077.5
NCCRP1	241	6	247	10077.5
PLK1	241	6	247	10077.5
SCNN1G	244	3	247	10077.5
SYCN	241	6	247	10077.5
TAS2R19	240	7	247	10077.5
TAS2R31	240	7	247	10077.5
TAS2R46	240	7	247	10077.5
TMEM45B	185	62	247	10077.5
AC133555.3	243	3	246	10045
AMZ1	236	10	246	10045
APOBEC3A	135	111	246	10045
APOBEC3B	135	111	246	10045
APOBEC3D	135	111	246	10045
ARL6	207	39	246	10045
BCL10	216	30	246	10045
BOLA2	243	3	246	10045
BSG	156	90	246	10045
CARD10	138	108	246	10045
CCDC157	168	78	246	10045
COMMD10	165	81	246	10045
DACT3	216	30	246	10045
DDX55	168	78	246	10045
DHRS12	159	87	246	10045
DLK1	177	69	246	10045
EID2B	240	6	246	10045
EMP3	222	24	246	10045
ENDOU	216	30	246	10045
FAM124A	159	87	246	10045
FANCM	219	27	246	10045
FBXO44	156	90	246	10045
GEMIN6	240	6	246	10045
HPCAL4	231	15	246	10045
IMMT	216	30	246	10045
ISY1	207	39	246	10045
KCNK6	240	6	246	10045
LBP	239	7	246	10045
MAGEB10	194	52	246	10045
MANEA	196	50	246	10045
MIOX	162	84	246	10045
MKKS	244	2	246	10045
MRM2	234	12	246	10045
MYOF	198	48	246	10045
NOL7	239	7	246	10045
PFDN1	162	84	246	10045
PMAIP1	206	40	246	10045
RABL2A	198	48	246	10045
RFLNA	168	78	246	10045
RPAP3	216	30	246	10045
SCARA3	112	134	246	10045
SERPINE3	159	87	246	10045
SLC48A1	216	30	246	10045
SRSF7	240	6	246	10045
STK32A	147	99	246	10045
STRN4	216	30	246	10045
SUN2	135	111	246	10045
SYNGR4	222	24	246	10045
TDP2	234	12	246	10045
TINAGL1	219	27	246	10045
TMEM143	222	24	246	10045
TRIM59	218	28	246	10045
TYW3	213	33	246	10045
XIAP	177	69	246	10045
AC106774.8	239	6	245	10007
ACD	100	145	245	10007
CCND2	240	5	245	10007
CDH10	238	7	245	10007
CDH9	239	6	245	10007
CENPS-CORT	175	70	245	10007
CMSS1	220	25	245	10007
ERVV-2	230	15	245	10007
FAM181B	226	19	245	10007
GJA1	220	25	245	10007
LETMD1	185	60	245	10007
N4BP1	224	21	245	10007
NEB	189	56	245	10007
PARK7	185	60	245	10007
PER3	185	60	245	10007
R3HDM1	160	85	245	10007
RIPOR1	100	145	245	10007
RNF34	115	130	245	10007
SPTB	165	80	245	10007
SPTLC3	244	1	245	10007
WSCD1	65	180	245	10007
ADH7	192	52	244	9982
AKAIN1	212	32	244	9982
ASL	236	8	244	9982
C1D	232	12	244	9982
C20orf27	242	2	244	9982
CFAP44	224	20	244	9982
DOCK1	216	28	244	9982
EML1	174	70	244	9982
FAM217A	224	20	244	9982
FAM50B	224	20	244	9982
HADHB	224	20	244	9982
HAUS1	212	32	244	9982
KLHL14	222	22	244	9982
LDB2	164	80	244	9982
LPAR3	218	26	244	9982
MTTP	192	52	244	9982
NLGN3	164	80	244	9982
NONO	164	80	244	9982
PCOLCE2	220	24	244	9982
PSTPIP2	212	32	244	9982
QDPR	164	80	244	9982
SIGLEC15	212	32	244	9982
SLC2A1	234	10	244	9982
SNX12	164	80	244	9982
SPATS2	196	48	244	9982
TGM2	239	5	244	9982
TRMT6	242	2	244	9982
TXNRD3	196	48	244	9982
WDR75	228	16	244	9982
ACTR2	234	9	243	9948
ATF4	135	108	243	9948
CALM2	240	3	243	9948
CCBE1	203	40	243	9948
CHMP1A	105	138	243	9948
CLDN2	186	57	243	9948
CSF2RB	141	102	243	9948
CUL4B	177	66	243	9948
DPEP1	105	138	243	9948
DUXA	225	18	243	9948
FAM47E-STBD1	233	10	243	9948
FBXO7	144	99	243	9948
FGA	183	60	243	9948
GGT7	238	5	243	9948
GRPEL2	147	96	243	9948
HMGXB3	147	96	243	9948
HPS4	162	81	243	9948
IKBIP	156	87	243	9948
LPA	150	93	243	9948
LRFN2	235	8	243	9948
LYRM7	162	81	243	9948
MCCC2	144	99	243	9948
MDGA1	233	10	243	9948
MIEF1	135	108	243	9948
NTMT1	135	108	243	9948
OR4F4	231	12	243	9948
PDE6A	147	96	243	9948
PPWD1	153	90	243	9948
RASGRP3	240	3	243	9948
SNRPC	240	3	243	9948
TEX33	141	102	243	9948
TPST2	162	81	243	9948
TRIM23	153	90	243	9948
TST	141	102	243	9948
TTC9B	237	6	243	9948
ZIM3	225	18	243	9948
ZNF276	105	138	243	9948
ZNF778	105	138	243	9948
AC011455.2	236	6	242	9915.5
ACOT11	228	14	242	9915.5
ADPGK	224	18	242	9915.5
ATG3	224	18	242	9915.5
BBS4	224	18	242	9915.5
BTLA	224	18	242	9915.5
CDCP2	228	14	242	9915.5
CLEC4D	235	7	242	9915.5
DHCR24	228	14	242	9915.5
FAM151A	228	14	242	9915.5
IFNL1	236	6	242	9915.5
IFNL2	236	6	242	9915.5
IFNL4	236	6	242	9915.5
LEXM	228	14	242	9915.5
LRFN1	236	6	242	9915.5
MAGEA11	194	48	242	9915.5
MTMR7	108	134	242	9915.5
PDZK1	242	0	242	9915.5
RAB19	228	14	242	9915.5
SAC3D1	228	14	242	9915.5
SNX15	228	14	242	9915.5
TRAPPC10	230	12	242	9915.5
TRIM29	126	116	242	9915.5
TTC22	228	14	242	9915.5
ZNF557	218	24	242	9915.5
ZNF654	228	14	242	9915.5
APOBEC2	233	8	241	9897
CAMTA1	173	68	241	9897
CBX8	219	22	241	9897
KIF7	230	11	241	9897
OTOR	240	1	241	9897
PRDM9	237	4	241	9897
RANBP9	234	7	241	9897
SLC7A10	238	3	241	9897
UNC13C	211	30	241	9897
XKR6	94	147	241	9897
AL049629.2	235	5	240	9850.5
ARMCX5	174	66	240	9850.5
ATPAF2	184	56	240	9850.5
ATRAID	224	16	240	9850.5
AZI2	184	56	240	9850.5
BRD7	198	42	240	9850.5
BUD31	207	33	240	9850.5
C11orf91	235	5	240	9850.5
CCDC152	234	6	240	9850.5
CDK15	204	36	240	9850.5
CHAT	222	18	240	9850.5
CLNK	140	100	240	9850.5
COL3A1	224	16	240	9850.5
COL8A1	214	26	240	9850.5
CORIN	156	84	240	9850.5
CYP3A5	207	33	240	9850.5
DNAJC5G	224	16	240	9850.5
DOP1A	177	63	240	9850.5
DPPA3	234	6	240	9850.5
ECE1	185	55	240	9850.5
ELAVL2	190	50	240	9850.5
ENPP1	218	22	240	9850.5
ERAP2	150	90	240	9850.5
ESRRB	152	88	240	9850.5
FAM76B	188	52	240	9850.5
GDF3	234	6	240	9850.5
GGN	234	6	240	9850.5
GLYATL1	213	27	240	9850.5
GPRASP2	174	66	240	9850.5
GRAMD4	147	93	240	9850.5
GYS1	224	16	240	9850.5
HES6	162	78	240	9850.5
HNRNPA1	192	48	240	9850.5
IDH1	207	33	240	9850.5
INCA1	100	140	240	9850.5
KANSL1L	180	60	240	9850.5
KLF2	224	16	240	9850.5
KLHL33	210	30	240	9850.5
LCP2	165	75	240	9850.5
MIOS	226	14	240	9850.5
MOB3C	225	15	240	9850.5
MOV10	212	28	240	9850.5
MROH2B	234	6	240	9850.5
MSANTD2	116	124	240	9850.5
MTHFR	156	84	240	9850.5
NFE2	192	48	240	9850.5
NHSL2	148	92	240	9850.5
NUCB2	216	24	240	9850.5
OAS1	115	125	240	9850.5
OTX1	238	2	240	9850.5
PARP2	210	30	240	9850.5
PAX2	200	40	240	9850.5
PIMREG	24	216	240	9850.5
PLSCR3	24	216	240	9850.5
PWWP3B	174	66	240	9850.5
RAB15	144	96	240	9850.5
RAVER2	226	14	240	9850.5
RBP4	192	48	240	9850.5
RMND5B	177	63	240	9850.5
RNASEH2C	226	14	240	9850.5
RNASEK	24	216	240	9850.5
SART3	162	78	240	9850.5
SEC24D	192	48	240	9850.5
SEMA7A	210	30	240	9850.5
SENP1	210	30	240	9850.5
SLC4A10	205	35	240	9850.5
SLC8B1	115	125	240	9850.5
SPATC1L	230	10	240	9850.5
STEAP4	219	21	240	9850.5
STIM2	125	115	240	9850.5
TARBP2	192	48	240	9850.5
TMEM87A	164	76	240	9850.5
TNIP3	195	45	240	9850.5
TRIB2	210	30	240	9850.5
TRIM4	207	33	240	9850.5
UBE2F	162	78	240	9850.5
UBE2L6	230	10	240	9850.5
WASF3	196	44	240	9850.5
YEATS2	225	15	240	9850.5
ZKSCAN5	207	33	240	9850.5
ZSCAN21	207	33	240	9850.5
ZSCAN25	207	33	240	9850.5
AHR	224	15	239	9806.5
ATL1	223	16	239	9806.5
DNAH10	161	78	239	9806.5
EDEM1	206	33	239	9806.5
LPCAT3	235	4	239	9806.5
LSAMP	213	26	239	9806.5
B3GNT3	232	6	238	9791
CYP27B1	225	13	238	9791
CYP2E1	194	44	238	9791
CYP4F2	222	16	238	9791
DAAM1	199	39	238	9791
