Gene.Symbol	Total.CN.Gain	Total.CN.Loss	Total.CN	Rank.CN
ACKR3	24	16	40	412.5
ALG2	18	22	40	412.5
ALOX12	4	36	40	412.5
BAAT	18	22	40	412.5
BCL6B	4	36	40	412.5
BICD2	26	14	40	412.5
C17orf100	4	36	40	412.5
CCT8L2	22	18	40	412.5
COMMD8	26	14	40	412.5
CTSV	20	20	40	412.5
DHRS3	26	14	40	412.5
ERFE	27	13	40	412.5
FBXO39	4	36	40	412.5
FNTB	24	16	40	412.5
HABP4	20	20	40	412.5
HEMGN	20	20	40	412.5
HSD17B3	20	20	40	412.5
IPPK	26	14	40	412.5
KLF4	12	28	40	412.5
KLHL30	27	13	40	412.5
LIPJ	27	13	40	412.5
LIPK	27	13	40	412.5
LRRC66	32	8	40	412.5
MIIP	26	14	40	412.5
MRPL44	20	20	40	412.5
NCBP1	20	20	40	412.5
NPPB	26	14	40	412.5
NTN1	4	36	40	412.5
NUTM2G	20	20	40	412.5
OR13D1	18	22	40	412.5
PALM2-AKAP2	18	22	40	412.5
PER2	27	13	40	412.5
PLOD1	26	14	40	412.5
PLPPR1	18	22	40	412.5
POLR2A	4	36	40	412.5
PRAMEF14	30	10	40	412.5
PRAMEF15	30	10	40	412.5
PRAMEF33	30	10	40	412.5
PRAMEF5	30	10	40	412.5
RNASEK-C17orf49	4	36	40	412.5
SEC61B	18	22	40	412.5
SGCB	32	8	40	412.5
SLC16A13	4	36	40	412.5
SLC18A3	37	3	40	412.5
SLC35G6	4	36	40	412.5
SPEM1	4	36	40	412.5
SPEM3	4	36	40	412.5
TEKT1	4	36	40	412.5
TMEM256	4	36	40	412.5
TNFSF12	4	36	40	412.5
TNFSF12-TNFSF13	4	36	40	412.5
TRMO	20	20	40	412.5
TXN	18	22	40	412.5
WDFY1	20	20	40	412.5
YBX2	4	36	40	412.5
ZNF510	20	20	40	412.5
ZNF782	20	20	40	412.5
ACTA2	27	12	39	374
CCDC177	19	20	39	374
CCDC195	20	19	39	374
CH25H	27	12	39	374
COX16	19	20	39	374
IFIT1B	27	12	39	374
IFIT5	27	12	39	374
PLEKHD1	19	20	39	374
PRLH	24	15	39	374
SLC10A1	19	20	39	374
SLC16A12	27	12	39	374
SLC46A2	25	14	39	374
SUSD6	19	20	39	374
SYNJ2BP	19	20	39	374
SYNJ2BP-COX16	19	20	39	374
TANC1	32	7	39	374
TCF7L1	36	3	39	374
AADACL3	26	12	38	345.5
ADAM20	19	19	38	345.5
ADAM21	19	19	38	345.5
ANTXRL	34	4	38	345.5
ASCL3	27	11	38	345.5
CD52	29	9	38	345.5
CHD5	22	16	38	345.5
CYP26C1	28	10	38	345.5
DNAJC8	29	9	38	345.5
FAM120A	24	14	38	345.5
FAM120AOS	24	14	38	345.5
FBP1	20	18	38	345.5
GPATCH3	29	9	38	345.5
GPR3	29	9	38	345.5
ICMT	22	16	38	345.5
LRRC38	26	12	38	345.5
MFSD14B	20	18	38	345.5
NR0B2	29	9	38	345.5
NUDC	29	9	38	345.5
NUTM2F	20	18	38	345.5
OR13C3	18	20	38	345.5
PPP3R2	18	20	38	345.5
PRAMEF17	26	12	38	345.5
PRAMEF19	26	12	38	345.5
RNF207	22	16	38	345.5
ROCK1	33	5	38	345.5
SESN2	29	9	38	345.5
SFN	29	9	38	345.5
SRSF4	29	9	38	345.5
STX12	29	9	38	345.5
TENT5B	29	9	38	345.5
TMEM38B	12	26	38	345.5
TMSB10	35	3	38	345.5
TRNAU1AP	29	9	38	345.5
TRNP1	29	9	38	345.5
TTC9	19	19	38	345.5
XKR8	29	9	38	345.5
ZDHHC18	29	9	38	345.5
ZNF462	12	26	38	345.5
ZNF883	25	13	38	345.5
AJM1	26	11	37	313
AREL1	15	22	37	313
ATP1B2	4	33	37	313
C8G	26	11	37	313
CATSPER4	29	8	37	313
CCDC183	26	11	37	313
EXTL1	29	8	37	313
FAM110D	29	8	37	313
FBXW5	26	11	37	313
FRAT1	29	8	37	313
FRAT2	29	8	37	313
FXR2	4	33	37	313
GNA14	27	10	37	313
GRB14	30	7	37	313
KIF11	28	9	37	313
KIF5C	27	10	37	313
LCN12	26	11	37	313
LCN15	26	11	37	313
MARCH5	28	9	37	313
OR52M1	22	15	37	313
PGAM1	29	8	37	313
TMEM141	26	11	37	313
TRAF2	26	11	37	313
TRIM63	29	8	37	313
VRTN	15	22	37	313
AADACL4	26	10	36	267.5
ACOT4	15	21	36	267.5
ANKRD1	27	9	36	267.5
ANO9	24	12	36	267.5
ASCL2	24	12	36	267.5
B4GALNT4	24	12	36	267.5
BARX1	18	18	36	267.5
BSPRY	23	13	36	267.5
C11orf21	24	12	36	267.5
C9orf16	25	11	36	267.5
DRD4	24	12	36	267.5
FKBP15	23	13	36	267.5
GPR153	22	14	36	267.5
HES3	22	14	36	267.5
HNRNPCL1	26	10	36	267.5
HNRNPCL2	26	10	36	267.5
HNRNPCL3	26	10	36	267.5
HNRNPCL4	26	10	36	267.5
IFITM10	24	12	36	267.5
IFITM5	24	12	36	267.5
INS-IGF2	24	12	36	267.5
KRTAP5-1	24	12	36	267.5
KRTAP5-2	24	12	36	267.5
KRTAP5-3	24	12	36	267.5
KRTAP5-5	24	12	36	267.5
KRTAP5-6	24	12	36	267.5
LMNTD2	24	12	36	267.5
LRRC56	24	12	36	267.5
MUC2	24	12	36	267.5
MUC5AC	24	12	36	267.5
MUC5B	24	12	36	267.5
MUC6	24	12	36	267.5
NIPAL1	26	10	36	267.5
NOL9	22	14	36	267.5
PHF13	22	14	36	267.5
PKP3	24	12	36	267.5
PNMA1	15	21	36	267.5
PRAMEF1	26	10	36	267.5
PRAMEF10	26	10	36	267.5
PRAMEF11	26	10	36	267.5
PRAMEF12	26	10	36	267.5
PRAMEF18	26	10	36	267.5
PRAMEF2	26	10	36	267.5
PRAMEF26	26	10	36	267.5
PRAMEF27	26	10	36	267.5
PRAMEF4	26	10	36	267.5
PRAMEF9	26	10	36	267.5
PRR33	24	12	36	267.5
PTDSS2	24	12	36	267.5
RIOX1	15	21	36	267.5
RNF103	32	4	36	267.5
RNF103-CHMP3	32	4	36	267.5
RPRM	27	9	36	267.5
SCT	24	12	36	267.5
SLC10A4	26	10	36	267.5
SLC31A1	23	13	36	267.5
SLC31A2	23	13	36	267.5
TEC	26	10	36	267.5
UBQLN1	26	10	36	267.5
ZAR1	26	10	36	267.5
ZBTB48	22	14	36	267.5
CDC26	23	12	35	228
FOXB2	27	8	35	228
GALNT5	27	8	35	228
NMI	27	8	35	228
PPIAL4A	32	3	35	228
RMND5A	32	3	35	228
SEC22B	32	3	35	228
STAM2	27	8	35	228
TLL2	26	9	35	228
TM9SF3	26	9	35	228
TNFAIP6	27	8	35	228
TRIM43	28	7	35	228
TRUB2	25	10	35	228
CYTIP	27	7	34	214.5
GADD45G	18	16	34	214.5
GALNT12	24	10	34	214.5
GKAP1	26	8	34	214.5
KCNJ18	18	16	34	214.5
LY75	27	7	34	214.5
PRRT1B	23	11	34	214.5
PSAT1	18	16	34	214.5
PSMD14	27	7	34	214.5
S1PR3	18	16	34	214.5
SETX	23	11	34	214.5
SHC3	18	16	34	214.5
SSU72P5	22	12	34	214.5
ACO1	24	9	33	196
AL162417.1	23	10	33	196
ART1	21	12	33	196
CEL	23	10	33	196
CSGALNACT2	28	5	33	196
DEPP1	28	5	33	196
GNAQ	24	9	33	196
KRTAP21-1	21	12	33	196
KRTAP21-2	21	12	33	196
KRTAP21-3	21	12	33	196
KRTAP8-1	21	12	33	196
MRGPRE	21	12	33	196
MRGPRG	21	12	33	196
NOC2L	22	11	33	196
OR4F16	22	11	33	196
OR4F29	22	11	33	196
RASSF4	28	5	33	196
RPIA	32	1	33	196
TMEM72	28	5	33	196
UGCG	20	13	33	196
ZNF22	28	5	33	196
ACTL7A	21	11	32	180
ACTL7B	21	11	32	180
ATP6V1G1	17	15	32	180
FRRS1L	21	11	32	180
GOLGA6L22	16	16	32	180
GPRIN2	28	4	32	180
TEX53	17	15	32	180
TMEM245	21	11	32	180
TUBGCP5	16	16	32	180
ANKRD18B	29	2	31	173.5
GOLGA6L6	23	8	31	173.5
LAMC3	20	11	31	173.5
OMD	22	9	31	173.5
MAGEL2	21	9	30	170
NDN	21	9	30	170
ZCCHC7	27	3	30	170
OR4C46	27	2	29	167.5
ABHD17B	10	18	28	165
C9orf57	10	18	28	165
NAA35	12	16	28	165
C9orf78	15	12	27	160.5
PRRX2	15	12	27	160.5
PTGES	15	12	27	160.5
TOR1A	15	12	27	160.5
TOR1B	15	12	27	160.5
ZNF487	22	5	27	160.5
AC092835.1	19	7	26	139
AL354761.1	15	11	26	139
AL929554.1	15	11	26	139
ANAPC2	15	11	26	139
ARRDC1	15	11	26	139
BX255925.3	15	11	26	139
CLIC3	15	11	26	139
CYSRT1	15	11	26	139
DPH7	15	11	26	139
DPP7	15	11	26	139
FAM166A	15	11	26	139
FAM240B	26	0	26	139
FUBP3	15	11	26	139
FUT7	15	11	26	139
IER5L	15	11	26	139
LCNL1	15	11	26	139
LRRC26	15	11	26	139
MRPL41	15	11	26	139
NANS	16	10	26	139
NLRP10	17	9	26	139
NRARP	15	11	26	139
OR5P2	17	9	26	139
PAXX	15	11	26	139
POTEB2	18	8	26	139
PRDM12	15	11	26	139
PTGDS	15	11	26	139
QSOX2	15	11	26	139
RNF224	15	11	26	139
SAPCD2	15	11	26	139
SNAPC4	15	11	26	139
TMEM203	15	11	26	139
TMEM210	15	11	26	139
TOR4A	15	11	26	139
TPRN	15	11	26	139
TUBB4B	15	11	26	139
UBAC1	15	11	26	139
ZMYND19	15	11	26	139
AL672142.1	15	10	25	115
C9orf40	17	8	25	115
DOLK	15	10	25	115
ENDOG	15	10	25	115
MIGA2	15	10	25	115
NOL6	23	2	25	115
NUP188	15	10	25	115
PKN3	15	10	25	115
SPOUT1	15	10	25	115
WDR34	15	10	25	115
ZER1	15	10	25	115
DNAJC25	11	13	24	106
DNAJC25-GNG10	11	13	24	106
GNG10	11	13	24	106
MSMB	20	4	24	106
NDUFB6	15	9	24	106
RORB	8	16	24	106
SMIM27	15	9	24	106
GAS1	15	8	23	99.5
MSANTD3-TMEFF1	9	14	23	99.5
SPATA31D1	15	8	23	99.5
SPATA31D3	15	8	23	99.5
SPATA31D4	15	8	23	99.5
TMEFF1	9	14	23	99.5
CAVIN4	9	13	22	93
DDX58	16	6	22	93
FOXI3	21	1	22	93
KRCC1	21	1	22	93
PLGLB2	21	1	22	93
RASEF	12	10	22	93
TEX37	21	1	22	93
C10orf71	18	3	21	83
DBH	10	11	21	83
DNAJA1	19	2	21	83
ERP44	9	12	21	83
FAM170B	18	3	21	83
LRRC18	18	3	21	83
MYMK	10	11	21	83
RXRA	10	11	21	83
SMU1	19	2	21	83
STKLD1	10	11	21	83
SURF2	10	11	21	83
SURF6	10	11	21	83
TAL2	10	11	21	83
ANP32B	10	10	20	66
C9orf152	9	11	20	66
CARD19	13	7	20	66
CCDC180	10	10	20	66
ERCC6L2	10	10	20	66
FO681492.1	16	4	20	66
FOXE1	10	10	20	66
MRPL50	9	11	20	66
NINJ1	13	7	20	66
NIPSNAP3A	9	11	20	66
NIPSNAP3B	9	11	20	66
NPY4R	16	4	20	66
NPY4R2	16	4	20	66
PRXL2C	10	10	20	66
RNF20	9	11	20	66
TDRD7	10	10	20	66
TSTD2	10	10	20	66
WDR5	10	10	20	66
XPA	10	10	20	66
ZNF367	10	10	20	66
ZNF488	16	4	20	66
C9orf129	12	7	19	50
FBP2	10	9	19	50
GRIN3A	9	10	19	50
MAMDC2	18	1	19	50
OR13C2	9	10	19	50
OR13C4	9	10	19	50
OR13C5	9	10	19	50
OR13C8	9	10	19	50
OR13C9	9	10	19	50
OR13F1	9	10	19	50
SMC5	18	1	19	50
IGKV1D-33	17	1	18	41.5
IGKV2-40	17	1	18	41.5
IGKV2D-28	17	1	18	41.5
IGKV2D-29	17	1	18	41.5
IGKV2D-40	17	1	18	41.5
CKS2	9	8	17	36.5
RMI1	13	4	17	36.5
SPIN1	9	8	17	36.5
TMEM215	14	3	17	36.5
AC134980.3	8	8	16	29
AC135068.1	8	8	16	29
AC135068.3	8	8	16	29
GOLGA6L1	8	8	16	29
GOLGA8S	8	8	16	29
LINC02203	8	8	16	29
OR4M2	8	8	16	29
OR4N4	8	8	16	29
POTEB	8	8	16	29
POTEB3	8	8	16	29
TOPORS	10	6	16	29
AL353572.3	6	8	14	22
ANKRD18A	13	1	14	22
SPATA31E1	6	8	14	22
OSTF1	4	8	12	19.5
TIMM23	10	2	12	19.5
RFK	3	8	11	18
AGAP9	8	2	10	14.5
FAM25C	8	2	10	14.5
FAM25G	8	2	10	14.5
GDF10	8	2	10	14.5
GDF2	8	2	10	14.5
RBP3	8	2	10	14.5
KLF9	5	3	8	10.5
TAF1L	5	3	8	10.5
ABCB10	930	0	930	16798.5
ABHD12	172	0	172	7488
ABI1	1284	0	1284	17654.5
ABRA	2130	0	2130	18501.5
AC092017.3	864	0	864	16556
AC243547.3	85	0	85	3175
AC243756.1	76	0	76	2545.5
ACBD3	950	0	950	16869.5
ACBD5	560	0	560	14945
ACKR1	1584	0	1584	18003
ACP6	393	0	393	13170.5
ACSS1	372	0	372	12851
ACTA1	1868	0	1868	18261
ACTN2	3108	0	3108	18909
ADAM15	5590	0	5590	19294
ADAMTS16	334	0	334	12243.5
ADAMTS4	1420	0	1420	17829.5
ADAMTSL4	1924	0	1924	18314
ADAR	1012	0	1012	17060
ADCY10	2260	0	2260	18577
ADCY2	179	0	179	7721.5
ADIPOR1	1936	0	1936	18322.5
ADORA1	5898	0	5898	19321
AGT	948	0	948	16858
AIDA	1998	0	1998	18386.5
AIM2	549	0	549	14846
AKT3	4104	0	4104	19131
AL109810.2	980	0	980	16973.5
AL117348.2	948	0	948	16858
AL139011.2	662	0	662	15730
AL162231.1	144	0	144	6234
AL162231.3	36	0	36	267.5
AL590132.1	1866	0	1866	18259.5
AL691442.1	575	0	575	15082.5
AL845331.2	3	0	3	7
ALDH9A1	615	0	615	15413
ANGEL2	2418	0	2418	18658
ANGPT1	4154	0	4154	19144
ANKRD26	224	0	224	9314.5
ANKRD33B	210	0	210	8853.5
ANKRD34A	76	0	76	2545.5
ANKRD35	184	0	184	7934.5
ANP32E	2723	0	2723	18767
ANXA9	455	0	455	13937.5
APCS	566	0	566	14999.5
APH1A	1188	0	1188	17482
APMAP	93	0	93	3720
APOA2	4236	0	4236	19159
AQP10	962	0	962	16919
ARF1	2814	0	2814	18797.5
ARHGAP12	525	0	525	14632.5
ARHGAP30	2247	0	2247	18571
ARHGEF11	902	0	902	16714
ARHGEF2	2280	0	2280	18593
ARHGEF39	58	0	58	1407
ARID3C	36	0	36	267.5
ARID4B	2922	0	2922	18849.5
ARL8A	1724	0	1724	18130
ARNT	1864	0	1864	18256
ARV1	1978	0	1978	18370
ASCL5	1692	0	1692	18111
ASH1L	1548	0	1548	17968
ATF3	5003	0	5003	19246
ATP1A2	1248	0	1248	17580
ATP1A4	1268	0	1268	17618.5
ATP1B1	1238	0	1238	17559
ATP2B4	2976	0	2976	18871
ATP8B2	994	0	994	17014
AVPR1B	739	0	739	16063.5
B3GALNT2	1948	0	1948	18339.5
B4GALT3	2130	0	2130	18501.5
BATF3	834	0	834	16444
BCAN	894	0	894	16686.5
BCL2L1	447	0	447	13844.5
BCL9	131	0	131	5597.5
BGLAP	451	0	451	13906.5
BLZF1	1764	0	1764	18162
BNIPL	872	0	872	16579.5
BOLA1	645	0	645	15618
BRD9	466	0	466	14062.5
BROX	3996	0	3996	19111
BTG2	978	0	978	16966.5
C1orf112	3145	0	3145	18915
C1orf115	1033	0	1033	17121.5
C1orf116	1674	0	1674	18085
C1orf131	2970	0	2970	18869.5
C1orf189	490	0	490	14307.5
C1orf198	3934	0	3934	19099
C1orf226	1452	0	1452	17868
C1orf35	938	0	938	16826.5
C1orf43	3507	0	3507	19008.5
C1orf54	1188	0	1188	17482
C1orf56	426	0	426	13631.5
C1orf61	890	0	890	16664.5
C2CD4D	356	0	356	12606.5
C4BPA	840	0	840	16465
C4BPB	3336	0	3336	18967.5
C5orf38	1040	0	1040	17144.5
C5orf49	348	0	348	12475
C9orf131	120	0	120	5082
C9orf24	145	0	145	6286.5
CA14	389	0	389	13098.5
CA9	116	0	116	4908
CACNA1S	1704	0	1704	18117.5
CADM3	1090	0	1090	17245
CAMSAP2	2532	0	2532	18700.5
CAPN2	1896	0	1896	18293
CAPN8	1852	0	1852	18243
CAPN9	2883	0	2883	18832
CASQ1	1268	0	1268	17618.5
CCDC107	348	0	348	12475
CCDC181	2383	0	2383	18640.5
CCDC185	941	0	941	16833
CCDC190	1959	0	1959	18352.5
CCDC7	666	0	666	15757
CCL19	72	0	72	2261.5
CCL21	72	0	72	2261.5
CCL27	36	0	36	267.5
CCSAP	2808	0	2808	18794
CCT3	1353	0	1353	17740.5
CCT5	1239	0	1239	17562.5
CD1A	564	0	564	14981
CD1B	565	0	565	14992
CD1C	569	0	569	15025
CD1D	556	0	556	14909
CD1E	7345	0	7345	19384
CD244	2238	0	2238	18565.5
CD247	1162	0	1162	17421
CD34	2610	0	2610	18728.5
CD46	8480	0	8480	19417
CD48	2130	0	2130	18501.5
CD55	5803	0	5803	19313
CD5L	551	0	551	14859
CD72	290	0	290	11285
CD84	3415	0	3415	18985.5
CD93	148	0	148	6416.5
CDC42BPA	4745	0	4745	19224
CDC42SE1	1278	0	1278	17642
CDK18	2500	0	2500	18690
CELF3	750	0	750	16108.5
CENPF	2040	0	2040	18426.5
CEP170	5125	0	5125	19260
CERS2	1365	0	1365	17755.5
CFAP126	660	0	660	15714
CFAP45	1238	0	1238	17559
CGN	378	0	378	12939
CHD1L	690	0	690	15853.5
CHI3L1	983	0	983	16981.5
CHIT1	1974	0	1974	18366
CHRNB2	1012	0	1012	17060
CHTOP	2964	0	2964	18865
CIART	1188	0	1188	17482
CKS1B	1677	0	1677	18091
CLK2	1569	0	1569	17984.5
CLPTM1L	714	0	714	15962
CMBL	208	0	208	8789
CNIH3	930	0	930	16798.5
CNIH4	3796	0	3796	19079
CNTFR	108	0	108	4485.5
CNTN2	2709	0	2709	18759.5
COA6	3936	0	3936	19100.5
COG2	2823	0	2823	18800
COPA	1286	0	1286	17656
COQ8A	2832	0	2832	18806.5
COX4I2	140	0	140	6045
CR1	4110	0	4110	19133
CR1L	878	0	878	16605.5
CR2	3248	0	3248	18941
CRABP2	1341	0	1341	17728.5
CRCT1	356	0	356	12606.5
CREB3	58	0	58	1407
CREB3L4	2390	0	2390	18646
CREG1	568	0	568	15020
CRNN	342	0	342	12370
CRP	2835	0	2835	18808
CRTC2	940	0	940	16830.5
CST1	128	0	128	5449.5
CST11	230	0	230	9516
CST2	64	0	64	1755
CST3	192	0	192	8231.5
CST4	64	0	64	1755
CST5	64	0	64	1755
CST7	93	0	93	3720
CST8	94	0	94	3780.5
CST9	64	0	64	1755
CST9L	94	0	94	3780.5
CSTL1	345	0	345	12430
CTSE	1478	0	1478	17896
CTSK	466	0	466	14062.5
CTSS	977	0	977	16964
CTXND2	472	0	472	14119.5
CYB5R1	968	0	968	16934.5
DAP	420	0	420	13556
DAP3	2790	0	2790	18785
DCAF12	34	0	34	214.5
DCAF6	2260	0	2260	18577
DCAF8	3260	0	3260	18946
DCST1	1677	0	1677	18091
DCST2	559	0	559	14929
DCSTAMP	6114	0	6114	19336
DCTN3	180	0	180	7773
DDR2	1402	0	1402	17810
DDX59	1680	0	1680	18096
DEDD	3690	0	3690	19056
DEGS1	1910	0	1910	18302.5
DENND4B	470	0	470	14098
DISC1	13928	0	13928	19485
DISP1	999	0	999	17023.5
DNAH14	6647	0	6647	19357
DNAI1	72	0	72	2261.5
DNAJB5	160	0	160	7005.5
DPM3	1704	0	1704	18117.5
DPYS	2040	0	2040	18426.5
DSTYK	2561	0	2561	18711
DTL	1664	0	1664	18073.5
DUSP10	988	0	988	16999
DUSP12	686	0	686	15833
DUSP23	1755	0	1755	18150
DUSP27	1794	0	1794	18188.5
DYRK3	2493	0	2493	18688
ECM1	1443	0	1443	17852
EDARADD	3039	0	3039	18888
EFNA1	1168	0	1168	17439
EFNA3	565	0	565	14992
EFNA4	1677	0	1677	18091
EGLN1	990	0	990	17005.5
EIF2D	1662	0	1662	18069
EIF3E	4046	0	4046	19120.5
ELF3	2478	0	2478	18679
ELK4	1670	0	1670	18080.5
EMC2	1991	0	1991	18378
ENAH	2823	0	2823	18800
ENHO	36	0	36	267.5
ENSA	5784	0	5784	19310
ENTPD6	320	0	320	11974
EPC1	333	0	333	12226.5
EPHX1	2844	0	2844	18814.5
ETNK2	2799	0	2799	18790
ETV3	902	0	902	16714
ETV3L	451	0	451	13906.5
EXOC8	990	0	990	17005.5
F11R	2181	0	2181	18535.5
FAM122A	33	0	33	196
FAM166B	174	0	174	7553
FAM173B	597	0	597	15266
FAM177B	1998	0	1998	18386.5
FAM182B	176	0	176	7623.5
FAM189B	2092	0	2092	18476
FAM205A	36	0	36	267.5
FAM205C	108	0	108	4485.5
FAM214B	280	0	280	11018
FAM221B	58	0	58	1407
FAM71A	833	0	833	16442
FAM72A	3695	0	3695	19058
FAM72D	59	0	59	1460.5
FAM78B	1168	0	1168	17439
FAM89A	989	0	989	17001.5
FANCG	40	0	40	412.5
FASTKD3	174	0	174	7553
FBXO28	1910	0	1910	18302.5
FCAMR	2586	0	2586	18718.5
FCER1A	1086	0	1086	17239.5
FCER1G	1422	0	1422	17831.5
FCGR1A	179	0	179	7721.5
FCGR2A	1368	0	1368	17762
FCGR2B	2067	0	2067	18451
FCGR2C	1368	0	1368	17762
FCGR3A	3420	0	3420	18987.5
FCGR3B	3420	0	3420	18987.5
FCMR	2586	0	2586	18718.5
FCRL1	1581	0	1581	17996.5
FCRL2	1575	0	1575	17989.5
FCRL3	1052	0	1052	17170.5
FCRL4	509	0	509	14473
FCRL5	1545	0	1545	17965
FCRL6	2358	0	2358	18628
FCRLA	8268	0	8268	19411
FDPS	3138	0	3138	18912.5
FERMT1	262	0	262	10500.5
FLAD1	3913	0	3913	19097
FLG	347	0	347	12457
FLG2	347	0	347	12457
FLVCR1	824	0	824	16407
FMN2	3528	0	3528	19013
FMO1	2621	0	2621	18735
FMO2	649	0	649	15652.5
FMO3	639	0	639	15579
FMO4	647	0	647	15631
FMO5	512	0	512	14516
FMOD	989	0	989	17001.5
FOXA2	292	0	292	11346
GABPB2	840	0	840	16465
GALNT2	941	0	941	16833
GALT	72	0	72	2261.5
GATAD2B	1497	0	1497	17921
GBA	2092	0	2092	18476
GBA2	174	0	174	7553
GGPS1	3896	0	3896	19094
GGTLC1	192	0	192	8231.5
GINS1	58	0	58	1407
GJA5	262	0	262	10500.5
GJA8	131	0	131	5597.5
GJC2	938	0	938	16826.5
GLMP	1804	0	1804	18202
GNG4	4780	0	4780	19230
GNPAT	1000	0	1000	17026.5
GOLPH3L	502	0	502	14415.5
GOLT1A	920	0	920	16767
GON4L	3255	0	3255	18945
GORAB	1320	0	1320	17703
GPA33	585	0	585	15170.5
GPATCH2	2361	0	2361	18630.5
GPATCH4	884	0	884	16631.5
GPR137B	1003	0	1003	17032.5
GPR161	4046	0	4046	19120.5
GPR25	824	0	824	16407
GPR37L1	873	0	873	16582
GPR89A	228	0	228	9459.5
GPR89B	126	0	126	5374
GUK1	9380	0	9380	19432
GZF1	290	0	290	11285
H3F3A	3848	0	3848	19088
HAPLN2	447	0	447	13844.5
HAX1	1888	0	1888	18287.5
HCN3	523	0	523	14612
HDGF	1788	0	1788	18183.5
HEATR1	2986	0	2986	18874
HHAT	7399	0	7399	19386
HHIPL2	956	0	956	16900
HINT2	58	0	58	1407
HIST2H2AA3	198	0	198	8449.5
HIST2H2AA4	198	0	198	8449.5
HIST2H2AB	215	0	215	9016
HIST2H2AC	215	0	215	9016
HIST2H2BE	215	0	215	9016
HIST2H2BF	376	0	376	12909.5
HIST2H3A	198	0	198	8449.5
HIST2H3C	198	0	198	8449.5
HIST2H3D	188	0	188	8073
HIST2H4A	198	0	198	8449.5
HIST2H4B	198	0	198	8449.5
HIST3H2A	938	0	938	16826.5
HIST3H2BB	938	0	938	16826.5
HIST3H3	947	0	947	16852
HJV	456	0	456	13957
HLX	1017	0	1017	17077.5
HM13	565	0	565	14992
HORMAD1	1485	0	1485	17903.5
HRCT1	58	0	58	1407
HSD17B7	1968	0	1968	18361
HSPA6	684	0	684	15824
IBA57	938	0	938	16826.5
ICE1	161	0	161	7044.5
ID1	252	0	252	10221.5
IFI16	3294	0	3294	18953
IGFN1	1766	0	1766	18164
IGSF8	1842	0	1842	18235.5
IGSF9	1875	0	1875	18268
IKBKE	3415	0	3415	18985.5
IL10	831	0	831	16434
IL11RA	144	0	144	6234
IL19	2537	0	2537	18703
IL20	2583	0	2583	18716.5
IL24	3448	0	3448	18997
IL6R	1533	0	1533	17955.5
ILDR2	4165	0	4165	19147
ILF2	1449	0	1449	17863.5
INAVA	1652	0	1652	18059
INSM1	123	0	123	5249.5
INSRR	437	0	437	13756
INTS3	1443	0	1443	17852
INTS7	3300	0	3300	18955
IPO9	809	0	809	16355.5
IQGAP3	446	0	446	13835.5
IRF2BP2	1992	0	1992	18380
IRX2	416	0	416	13503.5
IRX4	1080	0	1080	17229.5
ISG20L2	894	0	894	16686.5
ITGA10	170	0	170	7417.5
ITGB1	333	0	333	12226.5
ITLN1	728	0	728	16017.5
ITLN2	724	0	724	16004.5
ITPKB	2829	0	2829	18803
IVL	511	0	511	14509
JCAD	99	0	99	4068.5
JMJD4	3760	0	3760	19071.5
JTB	1440	0	1440	17847
KCNH1	5862	0	5862	19317
KCNJ10	3684	0	3684	19054
KCNJ9	614	0	614	15403
KCNK1	991	0	991	17009.5
KCNK2	3376	0	3376	18974.5
KCNN3	2252	0	2252	18572.5
KCNV1	4088	0	4088	19129
KCTD3	1115	0	1115	17298
KDM5B	1876	0	1876	18270.5
KHDC4	1362	0	1362	17748.5
KIF14	1714	0	1714	18126
KIF21B	3384	0	3384	18977.5
KIF24	58	0	58	1407
KIF5B	98	0	98	4006
KIFAP3	2536	0	2536	18702
KIRREL1	2407	0	2407	18652
KISS1	1840	0	1840	18233.5
KIZ	428	0	428	13654
KLHDC8A	3380	0	3380	18976
KLHDC9	1486	0	1486	17906
KLHL12	1936	0	1936	18322.5
KRTCAP2	550	0	550	14853.5
LAD1	1668	0	1668	18078.5
LAMTOR2	1344	0	1344	17731
LAX1	1966	0	1966	18358.5
LBR	1878	0	1878	18273.5
LCE3E	376	0	376	12909.5
LCE5A	356	0	356	12606.5
LEFTY1	948	0	948	16858
LEFTY2	1896	0	1896	18293
LELP1	545	0	545	14813
LEMD1	5817	0	5817	19315
LENEP	559	0	559	14929
LGALS8	10100	0	10100	19449
LGR6	2697	0	2697	18756
LIN9	1900	0	1900	18296
LINGO4	356	0	356	12606.5
LIX1L	85	0	85	3175
LMNA	3584	0	3584	19029
LMOD1	1600	0	1600	18017.5
LMX1A	1773	0	1773	18169
LOR	545	0	545	14813
LPCAT1	234	0	234	9655.5
LPGAT1	1650	0	1650	18056.5
LRP12	4144	0	4144	19143
LRRC52	592	0	592	15220.5
LRRC71	432	0	432	13705
LRRN2	2893	0	2893	18838
LY9	2888	0	2888	18834
LYSMD1	808	0	808	16350.5
LYST	1912	0	1912	18306
LYZL2	157	0	157	6853.5
MAEL	1761	0	1761	18159
MAP10	962	0	962	16919
MAP3K21	2958	0	2958	18862
MAP3K8	580	0	580	15132
MAPKAPK2	1662	0	1662	18069
MARC1	1041	0	1041	17149
MARC2	2062	0	2062	18446.5
MARCH6	1040	0	1040	17144.5
MARK1	4132	0	4132	19138
MASTL	336	0	336	12280
MCL1	1443	0	1443	17852
MDM4	9530	0	9530	19436
